borrower_id,age,employment_status,monthly_income,credit_score,loan_amount,interest_rate,loan_tenure_months,days_past_due,number_of_missed_payments,contact_response_rate,prior_collection_attempts,preferred_contact_channel,region,customer_tenure,emi_amount,last_payment_amount,outstanding_balance,repayment_status,recovered
BRW-04448,47,Retired,36156.32,530,143707.01,16.99,48,35,7,0.61,1,Phone,Central,20,4145.93,4823.36,110015.53,Late,0
BRW-04449,62,Retired,52302.63,327,112951.76,11.96,48,0,4,0.37,6,Phone,East,104,2972.24,2649.4,32992.1,Current,0
BRW-04450,43,Employed,70158.59,774,154687.9,10.35,60,21,7,0.39,2,SMS,West,55,3313.36,2827.94,51079.74,Late,1
BRW-04451,45,Employed,59932.9,594,425553.7,12.39,36,35,3,0.39,2,SMS,West,65,14213.87,13604.71,422722.76,Late,0
BRW-04452,41,Self-Employed,43778.16,726,196411.86,11.57,12,59,12,0.1,4,Phone,Central,76,17411.47,12504.25,155420.03,Late,0
BRW-04453,44,Employed,55132.36,390,150465.44,14.9,6,60,9,0.47,3,SMS,East,22,26178.61,18322.72,72688.87,Late,1
BRW-04454,45,Employed,53662.75,414,404884.74,19.82,48,52,1,0.27,9,Phone,West,51,12281.99,5325.45,115791.19,Late,1
BRW-04455,65,Self-Employed,52598.82,458,25640.97,16.64,12,20,2,0.19,6,Phone,North,72,2334.2,422.22,3497.05,Late,1
BRW-04456,52,Employed,61679.3,557,301039.55,17.55,12,174,5,0.19,2,WhatsApp,South,12,27534.87,14489.72,211444.57,Defaulted,1
BRW-04457,52,Unemployed,61567.17,672,438079.58,15.26,24,29,9,0.27,8,Email,East,102,21295.17,13221.1,351331.22,Late,1
BRW-04458,25,Employed,43092.62,389,210941.04,12.86,12,14,12,0.32,0,SMS,Central,59,18826.83,19831.66,41549.17,Late,1
BRW-04459,56,Employed,54628.19,597,141965.9,9.87,48,48,5,0.42,1,Email,South,54,3591.77,1730.95,14501.94,Late,1
BRW-04460,62,Employed,39253.58,330,250937.44,13.35,36,82,11,0.23,10,Phone,West,53,8497.44,9004.08,105816.0,Late,0
BRW-04461,62,Retired,31153.91,657,361563.81,18.48,12,0,11,0.21,8,WhatsApp,West,88,33230.82,12661.65,253349.01,Current,0
BRW-04462,59,Self-Employed,40957.59,769,263136.73,19.61,6,19,11,0.15,10,Phone,East,38,46398.39,52597.81,245089.87,Late,1
BRW-04463,36,Unemployed,43855.83,427,13743.11,15.24,48,103,6,0.46,7,Phone,South,103,384.16,17.95,12253.12,Defaulted,0
BRW-04464,53,Employed,20076.29,569,48379.03,18.14,36,42,11,0.18,6,WhatsApp,West,105,1752.42,1104.72,34817.13,Late,0
BRW-04465,41,Employed,57904.99,797,363450.93,10.97,60,31,10,0.5,8,WhatsApp,East,92,7896.87,3047.48,302626.3,Late,1
BRW-04466,29,Employed,8000.0,712,205976.15,21.69,36,158,3,0.19,4,SMS,South,12,7833.33,2767.48,86567.11,Defaulted,0
BRW-04467,26,Employed,85722.25,508,394540.16,21.79,48,5,12,0.38,2,WhatsApp,Central,95,12385.48,1179.98,126487.31,Late,1
BRW-04468,65,Self-Employed,67528.19,605,328250.06,12.79,60,57,7,0.07,1,SMS,Central,102,7433.46,6077.2,69520.45,Late,0
BRW-04469,55,Self-Employed,41084.87,490,294942.76,16.54,36,25,7,0.15,5,SMS,West,102,10448.12,4921.68,77708.25,Late,0
BRW-04470,59,Employed,45141.4,656,451673.83,17.51,6,4,10,0.08,1,SMS,East,92,79169.94,90163.77,436604.93,Late,1
BRW-04471,42,Retired,49544.58,756,20447.82,15.3,12,14,6,0.41,7,Email,North,73,1848.48,1580.28,19158.82,Late,1
BRW-04472,61,Employed,36162.59,748,85966.84,22.53,48,59,2,0.05,4,Email,West,86,2733.27,1452.65,12226.83,Late,1
BRW-04473,25,Retired,47889.29,367,315944.22,19.71,12,1,2,0.09,10,SMS,North,7,29223.5,21998.2,165221.97,Late,0
BRW-04474,62,Employed,42840.0,766,42255.74,18.6,12,53,1,0.19,1,SMS,South,68,3886.08,307.78,18423.48,Late,0
BRW-04475,43,Employed,43585.91,659,326035.54,16.08,36,185,10,0.38,5,Email,East,29,11475.32,8112.66,223857.32,Defaulted,0
BRW-04476,37,Employed,47721.92,686,492219.33,8.9,48,94,12,0.26,5,SMS,West,117,12225.54,9772.85,194701.55,Defaulted,1
BRW-04477,32,Employed,25297.08,427,440615.97,9.28,12,25,6,0.45,7,Phone,Central,120,38589.75,4916.23,155338.55,Late,0
BRW-04478,43,Self-Employed,45593.55,784,299549.29,12.43,24,8,5,0.27,5,Phone,South,45,14161.05,11596.71,248102.8,Late,1
BRW-04479,36,Employed,47451.72,543,448048.57,10.99,6,37,11,0.11,2,WhatsApp,South,10,77086.58,43847.53,426723.2,Late,0
BRW-04480,23,Employed,46932.74,318,66971.39,23.22,60,29,6,0.32,7,SMS,South,106,1896.43,1091.47,18920.5,Late,0
BRW-04481,50,Self-Employed,41762.54,695,232800.14,14.26,36,209,1,0.22,1,SMS,North,85,7985.99,6934.18,72579.08,Defaulted,1
BRW-04482,42,Self-Employed,62067.87,528,220051.3,21.96,48,262,3,0.14,8,Phone,North,4,6928.18,3739.61,105009.56,Defaulted,0
BRW-04483,29,Unemployed,39695.21,667,174859.32,21.0,48,31,0,0.34,5,SMS,South,24,5414.64,1522.69,128639.26,Late,0
BRW-04484,49,Employed,48409.89,357,10098.69,20.91,36,9,1,0.39,0,Phone,West,85,380.0,136.02,2528.27,Late,1
BRW-04485,57,Self-Employed,64459.46,580,446604.22,11.06,12,143,6,0.22,3,Phone,North,82,39484.12,34983.78,232743.34,Defaulted,1
BRW-04486,43,Self-Employed,43809.36,401,391076.24,14.88,36,94,4,0.18,0,SMS,East,26,13533.82,1153.01,335060.04,Defaulted,1
BRW-04487,33,Employed,48216.95,347,329900.18,12.75,48,42,9,0.52,2,SMS,Central,56,8809.52,8888.72,102486.78,Late,0
BRW-04488,52,Employed,43554.23,358,73193.75,23.51,24,27,2,0.13,9,Phone,West,72,3851.96,2691.15,10459.04,Late,0
BRW-04489,43,Employed,63560.55,460,195320.52,21.97,12,35,1,0.32,5,SMS,East,23,18278.08,15945.16,178941.87,Late,1
BRW-04490,65,Employed,41134.13,402,462920.23,11.62,60,137,2,0.34,2,SMS,North,111,10208.73,4210.34,374399.91,Defaulted,0
BRW-04491,37,Employed,64250.32,711,312295.51,12.67,36,12,3,0.45,4,Email,Central,9,10472.9,2799.31,227640.54,Late,1
BRW-04492,60,Employed,43446.18,482,305671.16,16.23,48,98,9,0.27,7,Email,South,25,8698.86,8398.67,54592.02,Defaulted,0
BRW-04493,41,Self-Employed,32108.1,716,457432.02,12.1,60,1,9,0.19,7,Phone,Central,100,10198.45,1250.84,415988.67,Late,1
BRW-04494,22,Self-Employed,55190.6,415,284318.53,21.1,48,150,4,0.24,8,Phone,South,32,8819.42,1755.28,106545.22,Defaulted,1
BRW-04495,57,Retired,40429.98,698,302835.39,21.02,48,41,7,0.32,3,WhatsApp,East,7,9380.77,3207.33,87925.86,Late,0
BRW-04496,26,Self-Employed,54307.51,736,179400.69,19.45,24,15,8,0.29,4,WhatsApp,East,97,9082.61,3828.02,96651.93,Late,0
BRW-04497,64,Employed,8000.0,617,192006.06,18.87,12,0,1,0.19,3,Phone,West,59,17682.71,4321.42,178665.41,Current,1
BRW-04498,38,Unemployed,45078.08,549,345947.36,16.53,36,49,11,0.48,6,Email,East,59,12253.2,13419.16,344251.86,Late,0
BRW-04499,50,Unemployed,38105.92,746,167013.26,13.23,12,16,2,0.34,8,Phone,North,95,14935.2,487.11,109009.21,Late,1
BRW-04500,42,Employed,29051.12,796,283962.88,21.31,48,59,3,0.02,5,Phone,North,62,8840.52,8523.67,272592.28,Late,0
BRW-04501,53,Self-Employed,36701.38,642,146806.38,21.67,24,19,6,0.36,10,Email,Central,17,7592.14,3745.08,74577.77,Late,0
BRW-04502,50,Retired,36394.45,726,91401.37,8.32,60,5,5,0.45,10,WhatsApp,South,35,1867.32,1873.55,11580.42,Late,1
BRW-04503,37,Self-Employed,44280.21,539,232657.2,14.08,24,42,12,0.09,1,Phone,Central,86,11179.34,10678.04,80984.82,Late,0
BRW-04504,63,Retired,24490.1,358,116548.55,7.94,48,49,5,0.69,6,WhatsApp,West,58,2842.01,412.79,43314.65,Late,1
BRW-04505,52,Employed,49744.11,826,450262.21,21.35,12,36,9,0.64,2,SMS,West,29,42001.28,33588.34,362207.5,Late,1
BRW-04506,62,Employed,65493.22,502,158770.35,10.42,60,36,6,0.45,7,Email,North,63,3406.31,1546.93,33630.72,Late,1
BRW-04507,34,Employed,49213.93,765,302727.03,18.62,12,53,0,0.1,2,Phone,West,56,27843.41,27431.75,77926.15,Late,1
BRW-04508,30,Self-Employed,57134.83,595,139086.5,13.4,24,44,7,0.16,8,Phone,North,117,6638.59,6779.48,90801.6,Late,1
BRW-04509,56,Unemployed,61418.44,586,136429.44,20.97,60,8,8,0.17,0,WhatsApp,South,115,3688.57,836.77,29680.63,Late,0
BRW-04510,54,Retired,63547.34,372,181811.68,15.91,6,13,1,0.16,5,SMS,Central,63,31723.52,18221.29,99262.82,Late,0
BRW-04511,29,Employed,73052.08,822,458778.54,12.85,24,9,0,0.13,10,Email,West,82,21778.86,15534.52,60356.87,Late,1
BRW-04512,62,Employed,37511.97,636,201833.89,12.84,60,70,3,0.34,9,SMS,South,47,4575.83,2987.52,141685.87,Late,1
BRW-04513,48,Unemployed,34222.74,617,412420.57,12.89,24,44,10,0.3,6,SMS,West,74,19585.92,5917.4,378410.72,Late,1
BRW-04514,31,Self-Employed,56751.98,502,106676.06,20.51,36,33,1,0.2,2,Phone,East,15,3992.24,1305.42,94665.2,Late,0
BRW-04515,34,Employed,55623.99,530,33603.08,19.23,24,95,5,0.64,5,WhatsApp,West,120,1697.64,1748.28,5586.72,Defaulted,0
BRW-04516,59,Employed,56635.13,356,393022.18,12.77,6,23,2,0.33,10,WhatsApp,South,57,67964.96,2666.96,248352.13,Late,1
BRW-04517,39,Self-Employed,73339.24,719,275518.7,15.59,60,50,8,0.32,9,Phone,West,7,6640.21,2090.57,53300.83,Late,1
BRW-04518,35,Unemployed,45170.55,579,256825.65,8.76,60,4,7,0.25,2,Phone,East,102,5301.41,1419.13,38054.33,Late,1
BRW-04519,48,Employed,51392.35,604,143380.87,21.15,24,81,12,0.17,8,SMS,West,78,7378.29,3281.88,93103.87,Late,0
BRW-04520,44,Employed,30294.18,765,45435.34,11.89,12,70,6,0.16,5,WhatsApp,South,90,4034.54,3321.73,27952.4,Late,1
BRW-04521,28,Retired,77029.82,473,246601.42,22.17,36,96,10,0.3,10,Email,North,18,9439.52,6029.14,45486.09,Defaulted,1
BRW-04522,63,Self-Employed,39951.83,565,434940.92,17.35,36,128,6,0.4,7,Phone,South,82,15582.7,10109.36,184359.33,Defaulted,0
BRW-04523,29,Employed,40376.76,546,68810.79,16.87,24,84,6,0.27,3,SMS,North,6,3397.86,2981.78,26491.27,Late,0
BRW-04524,53,Employed,39798.75,377,465293.73,10.18,36,110,4,0.04,7,WhatsApp,North,109,15053.07,14670.61,189941.05,Defaulted,1
BRW-04525,53,Self-Employed,35326.56,552,144617.25,8.65,36,25,7,0.28,4,Phone,Central,43,4575.27,877.76,57828.32,Late,1
BRW-04526,39,Employed,34058.44,774,270771.28,16.62,24,25,3,0.06,7,SMS,South,89,13338.16,1729.11,228041.03,Late,1
BRW-04527,23,Employed,37144.44,475,42589.11,15.22,6,170,4,0.27,1,WhatsApp,Central,57,7416.59,2680.82,17812.79,Defaulted,0
BRW-04528,30,Self-Employed,24513.06,720,218272.83,9.47,60,146,2,0.22,2,Email,North,41,4580.94,4549.17,86739.66,Defaulted,1
BRW-04529,60,Employed,33220.23,760,71689.96,21.29,24,47,2,0.37,9,SMS,West,76,3694.05,2401.47,9079.92,Late,0
BRW-04530,62,Self-Employed,74234.45,553,33507.16,14.38,12,27,1,0.13,3,Email,North,51,3014.51,516.66,27186.6,Late,1
BRW-04531,21,Employed,56034.83,819,483613.27,11.8,48,119,4,0.27,0,SMS,South,61,12687.95,2493.0,335574.77,Defaulted,0
BRW-04532,49,Self-Employed,58888.56,406,367746.32,20.51,6,23,11,0.05,4,Email,South,94,65009.31,70075.02,149779.53,Late,1
BRW-04533,54,Employed,62658.13,470,362338.28,22.57,24,9,1,0.2,2,WhatsApp,South,19,18899.59,8322.67,183580.86,Late,1
BRW-04534,33,Employed,72512.02,357,54369.35,12.55,6,60,9,0.48,6,Email,South,21,9396.12,2878.36,44292.85,Late,1
BRW-04535,21,Employed,18428.66,636,465381.76,20.3,48,2,3,0.36,1,Email,West,80,14236.23,11851.5,190711.77,Late,1
BRW-04536,54,Retired,26551.75,641,240039.57,18.27,36,28,9,0.32,10,Email,Central,35,8710.55,8997.49,126268.64,Late,1
BRW-04537,49,Unemployed,32944.15,589,427619.19,23.83,36,98,11,0.31,0,WhatsApp,East,71,16738.58,8886.38,50376.92,Defaulted,0
BRW-04538,33,Employed,37954.05,383,16174.54,10.87,48,20,0,0.2,1,Phone,Central,54,417.02,395.9,14985.48,Late,0
BRW-04539,49,Unemployed,40491.46,416,156121.18,23.35,36,158,1,0.48,2,Phone,North,106,6071.92,3133.38,67774.88,Defaulted,1
BRW-04540,59,Self-Employed,38295.34,833,498063.09,12.7,6,184,10,0.55,9,SMS,South,83,86112.34,71448.16,182684.61,Defaulted,0
BRW-04541,44,Retired,48289.63,518,219640.64,14.3,36,100,0,0.07,4,Phone,South,102,7538.84,5200.15,142372.49,Defaulted,0
BRW-04542,46,Employed,45529.43,401,445361.83,13.42,48,252,1,0.35,5,Email,East,26,12040.99,12924.03,255650.16,Defaulted,1
BRW-04543,37,Self-Employed,34157.48,755,170719.19,11.93,48,45,3,0.33,7,WhatsApp,Central,41,4489.83,1751.31,78672.92,Late,1
BRW-04544,27,Employed,12366.77,825,267411.27,18.94,60,50,0,0.64,3,Phone,North,82,6927.97,6404.93,248723.84,Late,0
BRW-04545,33,Employed,30106.97,565,428567.34,17.22,48,107,5,0.19,3,WhatsApp,South,12,12415.16,10189.43,182862.8,Defaulted,1
BRW-04546,25,Retired,36761.42,586,306852.07,12.54,12,40,0,0.09,1,Email,East,5,27341.01,27521.15,306402.94,Late,1
BRW-04547,46,Self-Employed,41293.81,440,365344.25,9.68,6,31,2,0.35,2,Phone,East,26,62621.37,45654.02,296007.38,Late,0
BRW-04548,23,Employed,28054.99,705,122128.27,12.74,48,56,1,0.28,2,SMS,North,5,3260.66,1800.43,111502.57,Late,1
BRW-04549,27,Employed,37637.9,592,86386.31,13.79,60,64,1,0.24,1,SMS,East,38,2000.67,118.73,30622.32,Late,0
BRW-04550,59,Self-Employed,28035.19,330,122850.16,13.78,6,82,3,0.13,0,Email,East,82,21305.78,21468.52,20050.93,Late,0
BRW-04551,21,Self-Employed,43112.71,470,251593.84,13.39,60,65,8,0.36,1,WhatsApp,Central,6,5774.89,6305.73,120080.04,Late,0
BRW-04552,37,Employed,28903.63,654,402472.73,8.3,12,81,2,0.3,4,Email,South,1,35066.32,18921.22,153763.28,Late,0
BRW-04553,63,Retired,32266.43,504,183456.99,15.16,6,67,11,0.19,7,Phone,Central,75,31942.28,8519.49,28362.87,Late,0
BRW-04554,45,Employed,25369.74,777,286759.73,21.3,24,39,5,0.63,4,WhatsApp,East,80,14777.62,11476.1,47124.7,Late,0
BRW-04555,23,Employed,42697.49,590,404358.11,10.48,12,8,11,0.19,2,WhatsApp,West,90,35639.84,5204.86,103856.1,Late,0
BRW-04556,35,Retired,32003.28,410,127000.47,9.9,12,91,10,0.59,6,WhatsApp,North,39,11159.45,546.99,55882.22,Defaulted,1
BRW-04557,49,Employed,58601.76,367,442658.11,15.29,36,1,9,0.47,3,WhatsApp,East,49,15407.83,5363.89,416858.87,Late,0
BRW-04558,63,Employed,51087.75,672,477010.33,13.61,48,276,2,0.13,6,Phone,East,82,12941.88,10559.22,330087.92,Defaulted,0
BRW-04559,52,Self-Employed,43952.22,495,29095.37,16.76,12,105,9,0.08,7,WhatsApp,Central,100,2650.32,2589.48,13342.31,Defaulted,1
BRW-04560,46,Unemployed,33037.72,425,38964.44,23.13,6,66,4,0.18,2,WhatsApp,North,37,6939.15,1306.13,31929.77,Late,1
BRW-04561,36,Employed,50707.8,561,54570.26,20.05,24,199,8,0.39,9,Email,South,90,2778.73,3154.91,33377.55,Defaulted,1
BRW-04562,45,Retired,55360.51,454,390616.52,18.84,6,56,2,0.33,0,SMS,North,97,68726.58,45530.79,185817.91,Late,0
BRW-04563,48,Unemployed,47140.33,407,102775.1,14.36,6,3,7,0.11,7,WhatsApp,East,1,17853.72,19823.16,23631.19,Late,1
BRW-04564,29,Employed,69055.53,722,365591.03,12.24,24,48,5,0.44,5,SMS,Central,91,17250.64,3100.76,341584.94,Late,1
BRW-04565,21,Self-Employed,51894.56,334,226225.27,16.41,60,19,11,0.54,2,WhatsApp,West,37,5550.76,3050.54,149647.81,Late,0
BRW-04566,49,Employed,58704.11,343,419764.95,22.11,36,27,7,0.48,8,WhatsApp,East,86,16054.91,8299.92,207923.19,Late,0
BRW-04567,42,Employed,47003.48,715,406192.15,21.97,48,36,1,0.19,0,Email,North,19,12790.91,6319.11,200844.92,Late,0
BRW-04568,36,Unemployed,55134.97,584,480234.66,14.85,12,88,8,0.4,7,SMS,North,77,43311.19,48376.25,378680.4,Late,0
BRW-04569,61,Retired,33048.28,746,133008.55,11.56,48,41,0,0.2,8,Email,West,37,3473.96,3540.99,34782.78,Late,1
BRW-04570,64,Employed,38124.02,817,122327.19,11.22,36,38,2,0.28,9,Phone,North,114,4017.59,3829.3,58201.78,Late,0
BRW-04571,61,Employed,50240.45,326,25438.91,8.06,60,21,3,0.26,0,SMS,North,56,516.54,177.35,3986.55,Late,0
BRW-04572,27,Employed,50131.49,526,211103.89,21.4,24,46,5,0.27,8,SMS,Central,67,10889.23,4430.29,36294.36,Late,0
BRW-04573,34,Employed,52614.18,724,234940.95,11.87,48,17,10,0.31,4,Email,North,91,6171.91,1920.47,134777.82,Late,0
BRW-04574,49,Employed,61505.89,667,482611.78,13.42,6,18,3,0.04,4,WhatsApp,South,35,83612.84,79614.48,213663.97,Late,0
BRW-04575,39,Employed,23625.43,609,417084.79,20.85,12,84,12,0.38,10,WhatsApp,West,73,38806.32,18292.98,311796.12,Late,1
BRW-04576,39,Self-Employed,30383.21,404,91727.94,9.48,12,25,10,0.08,4,Phone,East,84,8042.18,9444.93,90632.52,Late,1
BRW-04577,22,Employed,48443.59,317,401259.79,15.11,60,3,1,0.55,10,WhatsApp,West,26,9569.13,4183.43,350493.49,Late,0
BRW-04578,61,Employed,34134.55,504,97366.65,9.52,36,25,2,0.38,0,SMS,East,46,3119.85,635.65,48460.22,Late,1
BRW-04579,65,Unemployed,95666.52,342,48104.88,14.79,36,60,2,0.37,4,SMS,Central,35,1662.63,1855.2,21169.61,Late,1
BRW-04580,35,Unemployed,52735.79,388,420170.55,8.28,24,100,5,0.24,9,Phone,North,85,19056.88,17899.22,263262.66,Defaulted,1
BRW-04581,23,Employed,43825.04,456,488220.2,16.04,36,192,4,0.2,9,Phone,East,96,17174.02,12019.83,89093.25,Defaulted,0
BRW-04582,31,Employed,37267.96,565,53178.09,20.63,48,81,4,0.31,5,Email,East,22,1636.13,1685.42,52587.5,Late,1
BRW-04583,50,Self-Employed,37797.57,433,408823.19,18.66,12,33,10,0.4,4,SMS,Central,14,37609.44,42849.75,401829.65,Late,0
BRW-04584,60,Employed,45452.11,763,431014.2,15.9,24,21,3,0.28,5,SMS,West,29,21083.21,21792.57,401127.09,Late,1
BRW-04585,38,Employed,46679.73,431,68190.24,21.17,36,8,12,0.28,8,Phone,West,58,2575.03,2795.0,47459.07,Late,1
BRW-04586,22,Self-Employed,38149.51,333,148794.2,11.26,6,59,12,0.22,6,Phone,West,31,25619.81,8338.89,82254.64,Late,1
BRW-04587,52,Employed,40902.72,382,369493.71,21.21,12,42,3,0.05,10,SMS,North,17,34442.2,21113.71,271955.01,Late,1
BRW-04588,28,Employed,65164.27,431,405787.84,12.06,24,67,8,0.18,4,Phone,Central,23,19113.21,18240.71,155398.14,Late,1
BRW-04589,42,Employed,65767.57,727,183447.32,13.48,12,16,6,0.43,9,WhatsApp,East,59,16426.36,10368.71,159049.97,Late,1
BRW-04590,26,Employed,48780.51,503,88365.41,9.62,48,23,12,0.37,8,Email,West,36,2225.08,1713.77,19542.54,Late,1
BRW-04591,32,Employed,24881.1,635,327688.79,9.18,60,20,12,0.36,4,WhatsApp,West,89,6830.94,7564.68,269729.76,Late,0
BRW-04592,60,Retired,53077.55,796,353964.62,22.88,36,95,11,0.54,4,Email,West,82,13679.74,4848.28,311747.94,Defaulted,0
BRW-04593,56,Employed,68314.24,741,256767.85,10.63,60,11,7,0.07,10,Phone,South,59,5535.49,3583.05,65000.7,Late,0
BRW-04594,35,Employed,65546.72,557,81021.12,13.0,36,56,3,0.74,5,SMS,North,80,2729.92,1846.1,42999.0,Late,0
BRW-04595,48,Employed,56016.39,591,423798.5,16.23,36,3,10,0.56,7,WhatsApp,West,2,14947.67,6449.09,382472.76,Late,0
BRW-04596,65,Retired,66336.34,424,326180.32,13.24,6,47,2,0.27,0,WhatsApp,South,90,56481.91,24960.91,314229.85,Late,0
BRW-04597,38,Self-Employed,45800.76,474,435890.48,21.86,48,3,0,0.11,8,Phone,Central,98,13700.09,12643.08,361888.42,Late,0
BRW-04598,22,Employed,54421.54,791,467154.85,22.36,6,11,8,0.26,7,WhatsApp,East,12,83014.96,92596.35,442311.48,Late,0
BRW-04599,33,Unemployed,34788.37,379,404791.95,12.88,48,7,8,0.19,6,SMS,West,112,10835.46,8240.17,381839.66,Late,0
BRW-04600,65,Employed,49383.98,604,479742.13,9.02,48,25,1,0.32,4,Email,North,10,11942.96,6992.99,470985.71,Late,0
BRW-04601,35,Employed,64943.01,809,477586.3,10.97,48,25,3,0.2,0,WhatsApp,West,93,12336.51,11108.18,225448.24,Late,1
BRW-04602,40,Employed,36158.65,643,313478.83,15.33,36,104,12,0.16,6,Email,North,120,10917.57,13072.38,112303.26,Defaulted,1
BRW-04603,49,Employed,32078.35,390,366805.31,12.26,36,15,3,0.37,8,Email,South,2,12228.79,1209.21,245630.89,Late,1
BRW-04604,62,Employed,46462.33,468,352710.18,14.98,36,5,11,0.38,2,SMS,North,16,12223.36,9557.44,95219.78,Late,0
BRW-04605,49,Self-Employed,41600.07,633,314356.74,20.02,6,55,0,0.16,7,Phone,Central,36,55494.27,37032.97,189027.06,Late,0
BRW-04606,23,Employed,54737.22,535,19484.04,14.44,24,69,11,0.35,2,SMS,North,106,939.54,688.02,12106.58,Late,1
BRW-04607,39,Self-Employed,38201.11,698,184394.27,10.75,60,20,1,0.47,2,SMS,East,49,3986.23,109.16,152271.55,Late,0
BRW-04608,23,Employed,70776.59,776,59038.37,13.41,48,55,12,0.6,6,Email,South,36,1595.89,1830.18,25127.52,Late,0
BRW-04609,34,Employed,25654.86,834,157126.96,19.76,6,89,7,0.3,5,Phone,North,86,27717.66,2840.48,100819.44,Late,0
BRW-04610,60,Employed,63806.02,387,43596.76,14.5,36,25,5,0.17,4,SMS,West,6,1500.64,553.69,39801.55,Late,1
BRW-04611,24,Retired,33527.26,552,460815.43,11.62,60,44,0,0.15,10,Phone,Central,99,10162.32,3637.68,220995.67,Late,0
BRW-04612,31,Employed,18060.26,657,231151.66,14.55,36,9,6,0.3,6,SMS,East,105,7962.1,7004.55,142054.48,Late,0
BRW-04613,51,Self-Employed,48568.13,357,102788.58,15.0,24,1,10,0.44,8,SMS,North,101,4983.87,4012.64,83118.8,Late,1
BRW-04614,63,Employed,41180.88,698,296541.82,12.39,36,231,6,0.4,0,Email,North,95,9904.76,733.65,96280.74,Defaulted,1
BRW-04615,52,Employed,28355.86,820,106260.96,23.93,48,21,5,0.15,9,Email,East,105,3460.19,621.63,20511.94,Late,1
BRW-04616,47,Employed,19779.35,824,404175.76,20.17,12,19,12,0.39,0,Email,East,109,37473.51,14335.18,288428.17,Late,0
BRW-04617,50,Employed,44874.59,716,159900.36,18.93,60,212,10,0.26,4,Phone,North,2,4141.75,3499.47,69305.62,Defaulted,0
BRW-04618,63,Employed,59637.55,692,164301.31,21.61,36,77,7,0.35,7,SMS,West,99,6241.64,6959.94,72858.4,Late,1
BRW-04619,22,Employed,53774.3,521,436275.96,18.5,24,52,10,0.05,6,WhatsApp,West,28,21886.23,8285.45,408827.09,Late,1
BRW-04620,29,Unemployed,45850.6,628,284009.41,20.55,60,71,11,0.44,6,Email,West,7,7611.69,4800.61,132657.23,Late,1
BRW-04621,48,Employed,52182.71,671,444778.03,14.31,12,73,4,0.1,2,Phone,North,21,40000.24,17885.41,426235.38,Late,1
BRW-04622,51,Self-Employed,44591.79,810,212315.13,15.76,60,85,1,0.33,8,Phone,South,62,5136.06,3558.41,41557.33,Late,0
BRW-04623,54,Employed,23554.14,452,178524.57,8.28,48,4,3,0.22,4,SMS,North,108,4381.81,3302.0,72959.31,Late,1
BRW-04624,35,Self-Employed,23686.59,779,258039.47,12.13,48,31,10,0.14,10,WhatsApp,South,89,6811.65,4236.53,186729.87,Late,1
BRW-04625,45,Self-Employed,41952.47,319,40130.92,13.57,48,20,7,0.21,9,WhatsApp,West,82,1088.0,507.91,8563.87,Late,0
BRW-04626,56,Employed,42590.2,527,85558.38,17.82,24,4,12,0.01,2,WhatsApp,North,41,4263.99,4501.66,38359.02,Late,0
BRW-04627,28,Employed,57764.74,645,117565.6,15.16,12,31,7,0.13,5,WhatsApp,West,109,10620.15,10219.78,101878.91,Late,0
BRW-04628,29,Self-Employed,56359.56,318,410171.87,17.53,48,57,11,0.21,7,Email,North,43,11948.3,14315.1,322225.8,Late,0
BRW-04629,57,Unemployed,54077.0,743,369561.39,19.27,36,11,4,0.21,7,WhatsApp,West,77,13597.15,6733.74,130785.52,Late,1
BRW-04630,65,Employed,40795.76,667,104720.57,8.2,12,21,5,0.16,3,Email,East,8,9119.16,423.97,44067.19,Late,0
BRW-04631,59,Employed,24290.22,446,145606.31,11.76,48,60,8,0.23,3,WhatsApp,North,117,3817.24,2983.73,80749.53,Late,1
BRW-04632,52,Unemployed,51181.07,803,472688.31,10.32,12,51,9,0.29,8,Email,South,111,41627.19,39134.23,358372.94,Late,1
BRW-04633,37,Employed,52877.54,729,52043.45,10.59,60,120,9,0.37,9,Email,West,14,1120.94,1260.09,12318.06,Defaulted,0
BRW-04634,55,Self-Employed,9172.03,739,278253.0,15.8,36,93,9,0.34,1,WhatsApp,Central,81,9755.1,121.32,159964.33,Defaulted,1
BRW-04635,57,Employed,32484.93,497,265783.43,19.71,6,198,10,0.33,8,Phone,South,77,46878.34,49480.01,44126.78,Defaulted,1
BRW-04636,39,Employed,34634.18,586,365596.83,12.0,48,54,10,0.21,7,WhatsApp,Central,11,9627.57,5969.92,167456.43,Late,0
BRW-04637,64,Self-Employed,46775.25,668,138103.33,21.1,36,71,1,0.56,2,Email,West,10,5210.15,2343.43,37549.43,Late,0
BRW-04638,49,Self-Employed,32949.59,539,468038.6,22.23,24,117,4,0.32,1,Email,North,81,24334.17,6480.78,176982.51,Defaulted,0
BRW-04639,27,Employed,44427.98,586,211185.61,13.28,60,109,8,0.21,1,Phone,North,29,4835.45,4723.99,84123.11,Defaulted,1
BRW-04640,48,Employed,41841.98,694,150002.61,18.74,48,75,2,0.29,0,SMS,North,108,4464.54,1948.72,118969.05,Late,1
BRW-04641,29,Unemployed,42612.76,817,175066.01,9.43,6,41,5,0.31,9,SMS,Central,55,29985.41,21753.47,59285.16,Late,1
BRW-04642,48,Self-Employed,34254.09,359,180873.95,19.78,60,19,3,0.36,8,Phone,West,2,4769.94,2928.74,126139.16,Late,1
