borrower_id,default_probability,repayment_probability,risk_tier,priority_score
BRW-26959,0.09,0.91,Low Risk,0.0
BRW-26960,0.0465,0.9535,Low Risk,0.0
BRW-26961,0.1202,0.8798,Low Risk,25.98
BRW-26962,0.1035,0.8965,Low Risk,0.0
BRW-26963,0.049,0.951,Low Risk,0.0
BRW-26964,0.0357,0.9643,Low Risk,0.0
BRW-26965,0.1953,0.8047,Low Risk,0.0
BRW-26966,0.4191,0.5809,Medium Risk,0.0
BRW-26967,0.159,0.841,Low Risk,28.21
BRW-26968,0.0727,0.9273,Low Risk,0.0
BRW-26969,0.1225,0.8775,Low Risk,0.0
BRW-26970,0.0333,0.9667,Low Risk,0.0
BRW-26971,0.5786,0.4214,Medium Risk,47.82
BRW-26972,0.0606,0.9394,Low Risk,0.0
BRW-26973,0.0347,0.9653,Low Risk,0.0
BRW-26974,0.0346,0.9654,Low Risk,0.0
BRW-26975,0.1299,0.8701,Low Risk,0.0
BRW-26976,0.1387,0.8613,Low Risk,0.0
BRW-26977,0.0624,0.9376,Low Risk,0.0
BRW-26978,0.0606,0.9394,Low Risk,3.96
BRW-26979,0.3033,0.6967,Medium Risk,70.05
BRW-26980,0.0799,0.9201,Low Risk,0.0
BRW-26981,0.1085,0.8915,Low Risk,0.0
BRW-26982,0.0908,0.9092,Low Risk,17.6
BRW-26983,0.0846,0.9154,Low Risk,22.87
BRW-26984,0.0501,0.9499,Low Risk,0.0
BRW-26985,0.1424,0.8576,Low Risk,26.25
BRW-26986,0.1509,0.8491,Low Risk,0.0
BRW-26987,0.0745,0.9255,Low Risk,0.0
BRW-26988,0.0698,0.9302,Low Risk,0.0
BRW-26989,0.0709,0.9291,Low Risk,0.0
BRW-26990,0.0334,0.9666,Low Risk,0.0
BRW-26991,0.2675,0.7325,Low Risk,0.0
BRW-26992,0.0952,0.9048,Low Risk,7.91
BRW-26993,0.063,0.937,Low Risk,2.47
BRW-26994,0.3517,0.6483,Medium Risk,0.0
BRW-26995,0.0481,0.9519,Low Risk,0.0
BRW-26996,0.0787,0.9213,Low Risk,0.0
BRW-26997,0.8305,0.1695,Very High Risk,86.62
BRW-26998,0.0413,0.9587,Low Risk,0.0
BRW-26999,0.1976,0.8024,Low Risk,0.0
BRW-27000,0.0855,0.9145,Low Risk,0.0
BRW-27001,0.1565,0.8435,Low Risk,26.81
BRW-27002,0.0988,0.9012,Low Risk,0.0
BRW-27003,0.1441,0.8559,Low Risk,23.41
BRW-27004,0.1622,0.8378,Low Risk,24.92
BRW-27005,0.1189,0.8811,Low Risk,3.31
BRW-27006,0.4794,0.5206,Medium Risk,44.97
BRW-27007,0.1567,0.8433,Low Risk,11.25
BRW-27008,0.0733,0.9267,Low Risk,0.0
BRW-27009,0.1756,0.8244,Low Risk,44.81
BRW-27010,0.0685,0.9315,Low Risk,0.0
BRW-27011,0.3796,0.6204,Medium Risk,43.67
BRW-27012,0.1198,0.8802,Low Risk,0.0
BRW-27013,0.0394,0.9606,Low Risk,0.0
BRW-27014,0.598,0.402,Medium Risk,15.12
BRW-27015,0.1244,0.8756,Low Risk,22.42
BRW-27016,0.0684,0.9316,Low Risk,15.18
BRW-27017,0.0423,0.9577,Low Risk,0.0
BRW-27018,0.0744,0.9256,Low Risk,5.04
BRW-27019,0.1776,0.8224,Low Risk,25.81
BRW-27020,0.1087,0.8913,Low Risk,0.0
BRW-27021,0.3647,0.6353,Medium Risk,0.0
BRW-27022,0.1689,0.8311,Low Risk,27.62
BRW-27023,0.0723,0.9277,Low Risk,8.23
BRW-27024,0.1652,0.8348,Low Risk,25.85
BRW-27025,0.6795,0.3205,High Risk,65.47
BRW-27026,0.0632,0.9368,Low Risk,0.0
BRW-27027,0.1285,0.8715,Low Risk,0.0
BRW-27028,0.775,0.225,High Risk,30.08
BRW-27029,0.2846,0.7154,Low Risk,24.61
BRW-27030,0.1328,0.8672,Low Risk,0.0
BRW-27031,0.1087,0.8913,Low Risk,18.55
BRW-27032,0.1414,0.8586,Low Risk,27.93
BRW-27033,0.0932,0.9068,Low Risk,9.37
BRW-27034,0.1409,0.8591,Low Risk,0.0
BRW-27035,0.8467,0.1533,Very High Risk,87.64
BRW-27036,0.1294,0.8706,Low Risk,0.0
BRW-27037,0.1497,0.8503,Low Risk,21.25
BRW-27038,0.1186,0.8814,Low Risk,2.12
BRW-27039,0.0531,0.9469,Low Risk,0.0
BRW-27040,0.1781,0.8219,Low Risk,0.0
BRW-27041,0.0584,0.9416,Low Risk,0.0
BRW-27042,0.119,0.881,Low Risk,0.0
BRW-27043,0.1215,0.8785,Low Risk,18.17
BRW-27044,0.3655,0.6345,Medium Risk,0.0
BRW-27045,0.1186,0.8814,Low Risk,0.0
BRW-27046,0.1049,0.8951,Low Risk,0.0
BRW-27047,0.1941,0.8059,Low Risk,0.0
BRW-27048,0.7306,0.2694,High Risk,51.19
BRW-27049,0.7378,0.2622,High Risk,65.59
BRW-27050,0.5711,0.4289,Medium Risk,56.59
BRW-27051,0.0989,0.9011,Low Risk,0.0
BRW-27052,0.134,0.866,Low Risk,9.11
BRW-27053,0.1327,0.8673,Low Risk,0.0
BRW-27054,0.7475,0.2525,High Risk,83.38
BRW-27055,0.1453,0.8547,Low Risk,17.27
BRW-27056,0.1353,0.8647,Low Risk,18.29
BRW-27057,0.333,0.667,Medium Risk,64.18
BRW-27058,0.1501,0.8499,Low Risk,0.0
BRW-27059,0.1583,0.8417,Low Risk,0.0
BRW-27060,0.2056,0.7944,Low Risk,0.0
BRW-27061,0.1663,0.8337,Low Risk,27.71
BRW-27062,0.2386,0.7614,Low Risk,0.0
BRW-27063,0.0705,0.9295,Low Risk,14.3
BRW-27064,0.1201,0.8799,Low Risk,0.0
BRW-27065,0.1996,0.8004,Low Risk,26.27
BRW-27066,0.0366,0.9634,Low Risk,0.0
BRW-27067,0.3991,0.6009,Medium Risk,0.0
BRW-27068,0.156,0.844,Low Risk,0.0
BRW-27069,0.8301,0.1699,Very High Risk,46.07
BRW-27070,0.0821,0.9179,Low Risk,20.85
BRW-27071,0.0489,0.9511,Low Risk,0.0
BRW-27072,0.8543,0.1457,Very High Risk,35.47
BRW-27073,0.0926,0.9074,Low Risk,0.0
BRW-27074,0.0362,0.9638,Low Risk,0.0
BRW-27075,0.1511,0.8489,Low Risk,19.17
BRW-27076,0.0639,0.9361,Low Risk,0.0
BRW-27077,0.1039,0.8961,Low Risk,0.0
BRW-27078,0.3831,0.6169,Medium Risk,60.64
BRW-27079,0.0474,0.9526,Low Risk,0.0
BRW-27080,0.1251,0.8749,Low Risk,21.09
BRW-27081,0.1296,0.8704,Low Risk,0.0
BRW-27082,0.1087,0.8913,Low Risk,23.35
BRW-27083,0.8125,0.1875,Very High Risk,86.81
BRW-27084,0.0437,0.9563,Low Risk,0.0
BRW-27085,0.569,0.431,Medium Risk,68.95
BRW-27086,0.1923,0.8077,Low Risk,37.54
BRW-27087,0.1286,0.8714,Low Risk,7.83
BRW-27088,0.3551,0.6449,Medium Risk,17.67
BRW-27089,0.142,0.858,Low Risk,0.0
BRW-27090,0.057,0.943,Low Risk,0.0
BRW-27091,0.2351,0.7649,Low Risk,33.64
BRW-27092,0.7294,0.2706,High Risk,73.13
BRW-27093,0.1637,0.8363,Low Risk,0.0
BRW-27094,0.1107,0.8893,Low Risk,0.91
BRW-27095,0.0897,0.9103,Low Risk,26.19
BRW-27096,0.0635,0.9365,Low Risk,0.0
BRW-27097,0.0643,0.9357,Low Risk,2.51
BRW-27098,0.1296,0.8704,Low Risk,0.0
BRW-27099,0.1468,0.8532,Low Risk,0.0
BRW-27100,0.0634,0.9366,Low Risk,1.97
BRW-27101,0.0807,0.9193,Low Risk,0.0
BRW-27102,0.4596,0.5404,Medium Risk,45.16
BRW-27103,0.159,0.841,Low Risk,0.0
BRW-27104,0.1155,0.8845,Low Risk,0.0
BRW-27105,0.242,0.758,Low Risk,0.0
BRW-27106,0.3091,0.6909,Medium Risk,18.11
BRW-27107,0.1931,0.8069,Low Risk,0.0
BRW-27108,0.1162,0.8838,Low Risk,22.52
BRW-27109,0.0603,0.9397,Low Risk,0.0
BRW-27110,0.0757,0.9243,Low Risk,0.0
BRW-27111,0.508,0.492,Medium Risk,28.42
BRW-27112,0.6524,0.3476,High Risk,46.5
BRW-27113,0.0804,0.9196,Low Risk,0.0
BRW-27114,0.1416,0.8584,Low Risk,17.78
BRW-27115,0.051,0.949,Low Risk,0.0
BRW-27116,0.2441,0.7559,Low Risk,0.0
BRW-27117,0.1739,0.8261,Low Risk,19.18
BRW-27118,0.0881,0.9119,Low Risk,10.6
BRW-27119,0.1002,0.8998,Low Risk,0.0
BRW-27120,0.1032,0.8968,Low Risk,0.0
BRW-27121,0.0687,0.9313,Low Risk,0.0
BRW-27122,0.6992,0.3008,High Risk,38.28
BRW-27123,0.8178,0.1822,Very High Risk,73.74
BRW-27124,0.0423,0.9577,Low Risk,0.0
BRW-27125,0.1419,0.8581,Low Risk,0.0
BRW-27126,0.0953,0.9047,Low Risk,0.0
BRW-27127,0.1537,0.8463,Low Risk,0.0
BRW-27128,0.0595,0.9405,Low Risk,0.0
BRW-27129,0.1391,0.8609,Low Risk,18.49
BRW-27130,0.4372,0.5628,Medium Risk,45.31
BRW-27131,0.0418,0.9582,Low Risk,0.0
BRW-27132,0.3594,0.6406,Medium Risk,0.0
BRW-27133,0.0547,0.9453,Low Risk,0.0
BRW-27134,0.1347,0.8653,Low Risk,0.0
BRW-27135,0.0413,0.9587,Low Risk,0.0
BRW-27136,0.045,0.955,Low Risk,0.0
BRW-27137,0.7996,0.2004,High Risk,84.56
BRW-27138,0.0599,0.9401,Low Risk,0.0
BRW-27139,0.1483,0.8517,Low Risk,26.85
BRW-27140,0.8996,0.1004,Very High Risk,65.83
BRW-27141,0.0926,0.9074,Low Risk,19.8
BRW-27142,0.1192,0.8808,Low Risk,17.33
BRW-27143,0.1077,0.8923,Low Risk,0.0
BRW-27144,0.2451,0.7549,Low Risk,8.8
BRW-27145,0.0824,0.9176,Low Risk,19.46
BRW-27146,0.081,0.919,Low Risk,0.0
BRW-27147,0.0462,0.9538,Low Risk,0.0
BRW-27148,0.1201,0.8799,Low Risk,0.0
BRW-27149,0.0633,0.9367,Low Risk,8.61
BRW-27150,0.7713,0.2287,High Risk,57.47
BRW-27151,0.2267,0.7733,Low Risk,12.61
BRW-27152,0.2017,0.7983,Low Risk,0.0
BRW-27153,0.0362,0.9638,Low Risk,0.0
BRW-27154,0.0733,0.9267,Low Risk,0.0
BRW-27155,0.7672,0.2328,High Risk,88.65
BRW-27156,0.1314,0.8686,Low Risk,0.0
BRW-27157,0.7113,0.2887,High Risk,85.36
BRW-27158,0.886,0.114,Very High Risk,47.91
BRW-27159,0.2791,0.7209,Low Risk,27.25
BRW-27160,0.3617,0.6383,Medium Risk,24.19
BRW-27161,0.8774,0.1226,Very High Risk,35.87
BRW-27162,0.0439,0.9561,Low Risk,0.0
BRW-27163,0.1193,0.8807,Low Risk,17.93
BRW-27164,0.5067,0.4933,Medium Risk,79.85
BRW-27165,0.1708,0.8292,Low Risk,0.0
BRW-27166,0.2667,0.7333,Low Risk,51.99
BRW-27167,0.3422,0.6578,Medium Risk,63.77
BRW-27168,0.2824,0.7176,Low Risk,24.44
BRW-27169,0.2423,0.7577,Low Risk,39.26
BRW-27170,0.0474,0.9526,Low Risk,0.0
BRW-27171,0.0725,0.9275,Low Risk,5.85
BRW-27172,0.106,0.894,Low Risk,19.12
BRW-27173,0.2044,0.7956,Low Risk,0.0
BRW-27174,0.2652,0.7348,Low Risk,0.0
BRW-27175,0.1149,0.8851,Low Risk,0.0
BRW-27176,0.0684,0.9316,Low Risk,16.72
BRW-27177,0.2279,0.7721,Low Risk,0.0
BRW-27178,0.0872,0.9128,Low Risk,0.0
BRW-27179,0.8276,0.1724,Very High Risk,38.91
BRW-27180,0.0754,0.9246,Low Risk,0.0
BRW-27181,0.1066,0.8934,Low Risk,0.0
BRW-27182,0.0585,0.9415,Low Risk,0.0
BRW-27183,0.0461,0.9539,Low Risk,0.0
BRW-27184,0.0445,0.9555,Low Risk,1.82
BRW-27185,0.2743,0.7257,Low Risk,10.65
BRW-27186,0.1683,0.8317,Low Risk,23.53
BRW-27187,0.0875,0.9125,Low Risk,0.0
BRW-27188,0.0661,0.9339,Low Risk,0.0
BRW-27189,0.089,0.911,Low Risk,24.74
BRW-27190,0.2801,0.7199,Low Risk,0.0
BRW-27191,0.6874,0.3126,High Risk,66.6
BRW-27192,0.179,0.821,Low Risk,0.0
BRW-27193,0.9679,0.0321,Very High Risk,41.47
BRW-27194,0.1674,0.8326,Low Risk,0.0
BRW-27195,0.0486,0.9514,Low Risk,0.0
BRW-27196,0.7938,0.2062,High Risk,36.25
BRW-27197,0.4369,0.5631,Medium Risk,0.0
BRW-27198,0.0686,0.9314,Low Risk,0.0
BRW-27199,0.2764,0.7236,Low Risk,53.52
BRW-27200,0.1455,0.8545,Low Risk,0.0
BRW-27201,0.1571,0.8429,Low Risk,0.0
BRW-27202,0.1476,0.8524,Low Risk,0.0
BRW-27203,0.1382,0.8618,Low Risk,19.21
BRW-27204,0.1652,0.8348,Low Risk,0.0
BRW-27205,0.172,0.828,Low Risk,0.0
BRW-27206,0.1999,0.8001,Low Risk,37.08
BRW-27207,0.0833,0.9167,Low Risk,8.11
BRW-27208,0.1243,0.8757,Low Risk,14.5
BRW-27209,0.1323,0.8677,Low Risk,23.89
BRW-27210,0.5188,0.4812,Medium Risk,74.25
BRW-27211,0.1333,0.8667,Low Risk,0.0
BRW-27212,0.7936,0.2064,High Risk,73.13
BRW-27213,0.0698,0.9302,Low Risk,0.0
BRW-27214,0.8571,0.1429,Very High Risk,67.19
BRW-27215,0.7619,0.2381,High Risk,56.34
BRW-27216,0.0649,0.9351,Low Risk,0.0
BRW-27217,0.8502,0.1498,Very High Risk,73.89
BRW-27218,0.7052,0.2948,High Risk,78.03
BRW-27219,0.134,0.866,Low Risk,0.0
BRW-27220,0.0913,0.9087,Low Risk,23.65
BRW-27221,0.0628,0.9372,Low Risk,0.0
BRW-27222,0.5791,0.4209,Medium Risk,77.81
BRW-27223,0.3023,0.6977,Medium Risk,0.0
BRW-27224,0.0727,0.9273,Low Risk,0.0
BRW-27225,0.2763,0.7237,Low Risk,33.02
BRW-27226,0.1837,0.8163,Low Risk,43.53
BRW-27227,0.0782,0.9218,Low Risk,0.0
BRW-27228,0.0442,0.9558,Low Risk,0.0
BRW-27229,0.5752,0.4248,Medium Risk,60.82
BRW-27230,0.1203,0.8797,Low Risk,0.0
BRW-27231,0.7305,0.2695,High Risk,69.03
BRW-27232,0.0393,0.9607,Low Risk,0.0
BRW-27233,0.1624,0.8376,Low Risk,0.0
BRW-27234,0.0817,0.9183,Low Risk,0.0
BRW-27235,0.078,0.922,Low Risk,0.0
BRW-27236,0.5229,0.4771,Medium Risk,43.59
BRW-27237,0.1605,0.8395,Low Risk,21.34
BRW-27238,0.08,0.92,Low Risk,0.0
BRW-27239,0.1495,0.8505,Low Risk,3.77
BRW-27240,0.0685,0.9315,Low Risk,0.0
BRW-27241,0.1152,0.8848,Low Risk,13.08
BRW-27242,0.5457,0.4543,Medium Risk,62.76
BRW-27243,0.1451,0.8549,Low Risk,2.86
BRW-27244,0.1345,0.8655,Low Risk,0.0
BRW-27245,0.13,0.87,Low Risk,0.0
BRW-27246,0.0988,0.9012,Low Risk,19.28
BRW-27247,0.2054,0.7946,Low Risk,50.03
BRW-27248,0.0303,0.9697,Low Risk,0.0
BRW-27249,0.0505,0.9495,Low Risk,0.0
BRW-27250,0.1278,0.8722,Low Risk,0.0
BRW-27251,0.0937,0.9063,Low Risk,17.9
BRW-27252,0.0581,0.9419,Low Risk,11.94
BRW-27253,0.1264,0.8736,Low Risk,9.78
BRW-27254,0.5797,0.4203,Medium Risk,15.66
BRW-27255,0.762,0.238,High Risk,76.73
BRW-27256,0.0951,0.9049,Low Risk,11.41
BRW-27257,0.1028,0.8972,Low Risk,0.0
BRW-27258,0.1012,0.8988,Low Risk,23.28
BRW-27259,0.0843,0.9157,Low Risk,12.29
BRW-27260,0.7576,0.2424,High Risk,85.34
BRW-27261,0.0662,0.9338,Low Risk,4.79
BRW-27262,0.4362,0.5638,Medium Risk,72.21
BRW-27263,0.7928,0.2072,High Risk,83.48
BRW-27264,0.7913,0.2087,High Risk,87.53
BRW-27265,0.1687,0.8313,Low Risk,22.03
BRW-27266,0.1448,0.8552,Low Risk,0.0
BRW-27267,0.0889,0.9111,Low Risk,0.0
BRW-27268,0.7842,0.2158,High Risk,43.91
BRW-27269,0.0879,0.9121,Low Risk,0.0
BRW-27270,0.0902,0.9098,Low Risk,15.2
BRW-27271,0.0783,0.9217,Low Risk,0.0
BRW-27272,0.0927,0.9073,Low Risk,0.0
BRW-27273,0.0474,0.9526,Low Risk,0.0
BRW-27274,0.2498,0.7502,Low Risk,0.0
BRW-27275,0.1382,0.8618,Low Risk,33.25
BRW-27276,0.0882,0.9118,Low Risk,0.0
BRW-27277,0.8515,0.1485,Very High Risk,49.84
BRW-27278,0.458,0.542,Medium Risk,71.02
BRW-27279,0.1732,0.8268,Low Risk,0.0
BRW-27280,0.1257,0.8743,Low Risk,0.0
BRW-27281,0.0656,0.9344,Low Risk,10.71
BRW-27282,0.4142,0.5858,Medium Risk,0.0
BRW-27283,0.1577,0.8423,Low Risk,25.18
BRW-27284,0.0723,0.9277,Low Risk,19.09
BRW-27285,0.2365,0.7635,Low Risk,0.0
BRW-27286,0.0709,0.9291,Low Risk,15.03
BRW-27287,0.0883,0.9117,Low Risk,0.0
BRW-27288,0.1269,0.8731,Low Risk,21.76
BRW-27289,0.2387,0.7613,Low Risk,30.24
BRW-27290,0.0845,0.9155,Low Risk,0.0
BRW-27291,0.0818,0.9182,Low Risk,0.0
BRW-27292,0.1545,0.8455,Low Risk,0.0
BRW-27293,0.0501,0.9499,Low Risk,0.0
BRW-27294,0.1764,0.8236,Low Risk,24.12
BRW-27295,0.0995,0.9005,Low Risk,0.0
BRW-27296,0.3517,0.6483,Medium Risk,0.0
BRW-27297,0.2728,0.7272,Low Risk,29.26
BRW-27298,0.2548,0.7452,Low Risk,31.39
BRW-27299,0.5575,0.4425,Medium Risk,49.33
BRW-27300,0.04,0.96,Low Risk,0.0
BRW-27301,0.095,0.905,Low Risk,14.08
BRW-27302,0.1302,0.8698,Low Risk,27.86
BRW-27303,0.1333,0.8667,Low Risk,19.39
BRW-27304,0.0615,0.9385,Low Risk,6.62
BRW-27305,0.0561,0.9439,Low Risk,0.0
BRW-27306,0.0406,0.9594,Low Risk,0.0
BRW-27307,0.1157,0.8843,Low Risk,23.57
BRW-27308,0.1735,0.8265,Low Risk,0.83
BRW-27309,0.4214,0.5786,Medium Risk,75.68
BRW-27310,0.0706,0.9294,Low Risk,0.0
BRW-27311,0.1785,0.8215,Low Risk,0.0
BRW-27312,0.2615,0.7385,Low Risk,13.41
BRW-27313,0.0692,0.9308,Low Risk,0.0
BRW-27314,0.1139,0.8861,Low Risk,20.61
BRW-27315,0.1663,0.8337,Low Risk,23.87
BRW-27316,0.115,0.885,Low Risk,19.31
BRW-27317,0.2193,0.7807,Low Risk,29.4
BRW-27318,0.1368,0.8632,Low Risk,20.02
BRW-27319,0.1399,0.8601,Low Risk,0.0
BRW-27320,0.1525,0.8475,Low Risk,46.73
BRW-27321,0.4647,0.5353,Medium Risk,73.87
BRW-27322,0.1037,0.8963,Low Risk,0.0
BRW-27323,0.1408,0.8592,Low Risk,0.0
BRW-27324,0.253,0.747,Low Risk,38.6
BRW-27325,0.0396,0.9604,Low Risk,0.0
BRW-27326,0.0914,0.9086,Low Risk,0.0
BRW-27327,0.0786,0.9214,Low Risk,19.92
BRW-27328,0.1382,0.8618,Low Risk,8.73
BRW-27329,0.1089,0.8911,Low Risk,20.88
BRW-27330,0.1267,0.8733,Low Risk,20.55
BRW-27331,0.0867,0.9133,Low Risk,0.0
BRW-27332,0.075,0.925,Low Risk,0.0
BRW-27333,0.0881,0.9119,Low Risk,22.76
BRW-27334,0.1473,0.8527,Low Risk,45.29
BRW-27335,0.0537,0.9463,Low Risk,2.62
BRW-27336,0.0814,0.9186,Low Risk,0.0
BRW-27337,0.7578,0.2422,High Risk,80.57
BRW-27338,0.0883,0.9117,Low Risk,26.3
BRW-27339,0.073,0.927,Low Risk,0.0
BRW-27340,0.2487,0.7513,Low Risk,39.1
BRW-27341,0.1406,0.8594,Low Risk,27.95
BRW-27342,0.0562,0.9438,Low Risk,4.52
BRW-27343,0.0832,0.9168,Low Risk,0.0
BRW-27344,0.0844,0.9156,Low Risk,0.0
BRW-27345,0.0459,0.9541,Low Risk,0.0
BRW-27346,0.1517,0.8483,Low Risk,0.0
BRW-27347,0.119,0.881,Low Risk,19.17
BRW-27348,0.3438,0.6562,Medium Risk,0.0
BRW-27349,0.0994,0.9006,Low Risk,0.0
BRW-27350,0.1692,0.8308,Low Risk,0.0
BRW-27351,0.1738,0.8262,Low Risk,0.0
BRW-27352,0.1441,0.8559,Low Risk,0.0
BRW-27353,0.1295,0.8705,Low Risk,0.0
BRW-27354,0.7581,0.2419,High Risk,78.17
BRW-27355,0.6592,0.3408,High Risk,5.35
BRW-27356,0.1265,0.8735,Low Risk,0.0
BRW-27357,0.1514,0.8486,Low Risk,21.71
BRW-27358,0.0348,0.9652,Low Risk,0.0
BRW-27359,0.0677,0.9323,Low Risk,0.0
BRW-27360,0.0655,0.9345,Low Risk,1.59
BRW-27361,0.3782,0.6218,Medium Risk,65.46
BRW-27362,0.1352,0.8648,Low Risk,1.73
BRW-27363,0.1361,0.8639,Low Risk,0.0
BRW-27364,0.1087,0.8913,Low Risk,0.0
BRW-27365,0.2473,0.7527,Low Risk,33.7
BRW-27366,0.178,0.822,Low Risk,36.02
BRW-27367,0.0447,0.9553,Low Risk,0.0
BRW-27368,0.624,0.376,High Risk,76.07
BRW-27369,0.3417,0.6583,Medium Risk,57.44
BRW-27370,0.0453,0.9547,Low Risk,0.0
BRW-27371,0.0745,0.9255,Low Risk,0.0
BRW-27372,0.0371,0.9629,Low Risk,0.0
BRW-27373,0.7232,0.2768,High Risk,51.81
BRW-27374,0.1062,0.8938,Low Risk,0.0
BRW-27375,0.2341,0.7659,Low Risk,0.0
BRW-27376,0.2346,0.7654,Low Risk,0.0
BRW-27377,0.0927,0.9073,Low Risk,0.0
BRW-27378,0.086,0.914,Low Risk,22.2
BRW-27379,0.1918,0.8082,Low Risk,22.92
BRW-27380,0.144,0.856,Low Risk,28.05
BRW-27381,0.0408,0.9592,Low Risk,0.0
BRW-27382,0.0856,0.9144,Low Risk,0.0
BRW-27383,0.0489,0.9511,Low Risk,0.0
BRW-27384,0.0436,0.9564,Low Risk,0.0
BRW-27385,0.7946,0.2054,High Risk,86.59
BRW-27386,0.1022,0.8978,Low Risk,24.87
BRW-27387,0.7202,0.2798,High Risk,60.94
BRW-27388,0.1265,0.8735,Low Risk,0.0
BRW-27389,0.1878,0.8122,Low Risk,0.0
BRW-27390,0.251,0.749,Low Risk,19.21
BRW-27391,0.0464,0.9536,Low Risk,0.0
BRW-27392,0.0397,0.9603,Low Risk,0.0
BRW-27393,0.0755,0.9245,Low Risk,24.39
BRW-27394,0.7583,0.2417,High Risk,66.52
BRW-27395,0.0433,0.9567,Low Risk,0.0
BRW-27396,0.0413,0.9587,Low Risk,0.0
BRW-27397,0.176,0.824,Low Risk,0.0
BRW-27398,0.2984,0.7016,Low Risk,0.0
BRW-27399,0.1481,0.8519,Low Risk,0.0
BRW-27400,0.1365,0.8635,Low Risk,0.0
BRW-27401,0.1513,0.8487,Low Risk,0.0
BRW-27402,0.0755,0.9245,Low Risk,0.0
BRW-27403,0.1695,0.8305,Low Risk,25.59
BRW-27404,0.0407,0.9593,Low Risk,0.0
BRW-27405,0.1185,0.8815,Low Risk,25.65
BRW-27406,0.3346,0.6654,Medium Risk,42.9
BRW-27407,0.1907,0.8093,Low Risk,5.01
BRW-27408,0.1064,0.8936,Low Risk,0.0
BRW-27409,0.0887,0.9113,Low Risk,0.0
BRW-27410,0.0636,0.9364,Low Risk,0.0
BRW-27411,0.0985,0.9015,Low Risk,24.43
BRW-27412,0.1096,0.8904,Low Risk,0.0
BRW-27413,0.0447,0.9553,Low Risk,0.0
BRW-27414,0.0926,0.9074,Low Risk,16.14
BRW-27415,0.1034,0.8966,Low Risk,25.69
BRW-27416,0.3562,0.6438,Medium Risk,0.0
BRW-27417,0.3891,0.6109,Medium Risk,30.29
BRW-27418,0.083,0.917,Low Risk,0.0
BRW-27419,0.1253,0.8747,Low Risk,20.39
BRW-27420,0.2744,0.7256,Low Risk,0.0
BRW-27421,0.3397,0.6603,Medium Risk,0.0
BRW-27422,0.1257,0.8743,Low Risk,24.52
BRW-27423,0.1342,0.8658,Low Risk,27.91
BRW-27424,0.1331,0.8669,Low Risk,0.0
BRW-27425,0.1338,0.8662,Low Risk,26.58
BRW-27426,0.1366,0.8634,Low Risk,0.0
BRW-27427,0.1455,0.8545,Low Risk,0.0
BRW-27428,0.7183,0.2817,High Risk,35.67
BRW-27429,0.1706,0.8294,Low Risk,24.45
BRW-27430,0.0775,0.9225,Low Risk,0.0
BRW-27431,0.2155,0.7845,Low Risk,14.88
BRW-27432,0.2871,0.7129,Low Risk,25.9
BRW-27433,0.1573,0.8427,Low Risk,9.43
BRW-27434,0.1269,0.8731,Low Risk,0.0
BRW-27435,0.225,0.775,Low Risk,12.03
BRW-27436,0.0763,0.9237,Low Risk,12.13
BRW-27437,0.1547,0.8453,Low Risk,0.0
BRW-27438,0.0354,0.9646,Low Risk,0.0
BRW-27439,0.0408,0.9592,Low Risk,0.0
BRW-27440,0.5776,0.4224,Medium Risk,74.84
BRW-27441,0.849,0.151,Very High Risk,74.09
BRW-27442,0.6085,0.3915,High Risk,28.82
BRW-27443,0.3861,0.6139,Medium Risk,0.0
BRW-27444,0.1822,0.8178,Low Risk,0.0
BRW-27445,0.0447,0.9553,Low Risk,0.0
BRW-27446,0.1216,0.8784,Low Risk,25.4
BRW-27447,0.0872,0.9128,Low Risk,0.0
BRW-27448,0.1504,0.8496,Low Risk,0.0
BRW-27449,0.7094,0.2906,High Risk,14.73
BRW-27450,0.1689,0.8311,Low Risk,19.9
BRW-27451,0.0665,0.9335,Low Risk,0.0
BRW-27452,0.083,0.917,Low Risk,17.3
BRW-27453,0.6415,0.3585,High Risk,68.76
BRW-27454,0.588,0.412,Medium Risk,51.74
BRW-27455,0.383,0.617,Medium Risk,65.44
BRW-27456,0.1542,0.8458,Low Risk,1.73
BRW-27457,0.1397,0.8603,Low Risk,0.0
BRW-27458,0.4182,0.5818,Medium Risk,0.0
BRW-27459,0.5726,0.4274,Medium Risk,80.23
BRW-27460,0.0748,0.9252,Low Risk,0.0
BRW-27461,0.1896,0.8104,Low Risk,0.0
BRW-27462,0.1016,0.8984,Low Risk,0.0
BRW-27463,0.0519,0.9481,Low Risk,0.0
BRW-27464,0.2794,0.7206,Low Risk,14.46
BRW-27465,0.1859,0.8141,Low Risk,25.81
BRW-27466,0.0931,0.9069,Low Risk,1.71
BRW-27467,0.1004,0.8996,Low Risk,0.0
BRW-27468,0.8156,0.1844,Very High Risk,89.12
BRW-27469,0.1245,0.8755,Low Risk,0.0
BRW-27470,0.3539,0.6461,Medium Risk,64.61
BRW-27471,0.7181,0.2819,High Risk,66.14
BRW-27472,0.0689,0.9311,Low Risk,0.0
BRW-27473,0.0661,0.9339,Low Risk,0.0
BRW-27474,0.7916,0.2084,High Risk,41.59
BRW-27475,0.045,0.955,Low Risk,0.0
BRW-27476,0.1407,0.8593,Low Risk,10.82
BRW-27477,0.307,0.693,Medium Risk,70.57
BRW-27478,0.234,0.766,Low Risk,59.34
