borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-00145,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01223,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01965,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04916,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02905,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03887,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03383,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01661,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01458,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02415,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00076,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00860,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03777,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03734,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01295,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03897,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00944,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03082,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03454,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01590,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01247,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01305,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04995,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02471,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03535,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01253,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04180,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00137,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03828,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03377,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01370,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00727,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01129,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04518,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03471,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02704,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02424,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03149,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00016,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00853,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02024,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01736,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04430,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03830,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00042,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03710,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02981,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00840,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02984,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04155,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04871,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01740,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00490,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03970,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02426,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02933,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00085,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01820,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03153,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00679,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02114,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04761,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04615,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00036,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04860,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03249,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03387,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01274,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04875,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03639,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01871,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03835,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03998,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04884,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00522,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02252,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01554,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04151,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04862,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01024,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01697,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03805,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02898,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04810,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01821,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04260,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01654,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04193,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02929,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02283,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01885,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03122,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03308,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00479,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01670,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04923,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03749,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02805,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02346,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04528,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04878,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01292,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02955,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04689,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03771,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02229,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01926,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00003,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03252,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04044,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02478,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00976,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02994,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01382,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00445,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00940,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02988,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02456,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01677,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03876,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01225,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01715,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00687,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03009,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01433,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04942,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00356,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02243,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02962,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02341,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04385,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00503,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02143,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00069,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02180,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02772,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02734,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04315,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04437,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02643,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00029,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00781,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01628,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04526,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00334,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02225,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03217,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04012,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04517,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04217,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02242,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00338,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01799,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02516,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04870,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04746,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00879,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00752,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00146,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01378,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00030,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00190,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01603,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03898,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02778,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04388,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01904,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03690,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01502,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01310,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04476,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00978,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00415,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03849,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00238,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04157,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01153,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03035,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00495,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03638,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01415,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01652,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01198,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04415,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02187,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01826,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00208,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03058,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02390,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04379,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01326,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02095,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02433,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00379,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00882,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02871,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01841,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02736,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03916,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01775,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01996,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02227,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01013,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02406,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00310,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04645,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04515,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01536,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00703,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02011,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03728,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00760,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01707,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00019,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02846,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03956,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03276,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00700,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02393,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00857,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02123,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00214,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00416,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03631,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Vulnerable customer (age >= 60 & low income)
BRW-04185,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04574,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00294,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04274,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03180,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02265,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04906,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03756,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01038,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00862,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02398,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00255,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02873,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02205,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01249,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03224,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03842,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02831,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01079,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02519,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04118,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04857,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
