borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-04437,0.6124,Medium Risk,0.3876,Call-center follow-up,Medium,3611
BRW-02643,0.6124,Medium Risk,0.3876,Call-center follow-up,Medium,3612
BRW-00029,0.6124,Medium Risk,0.3876,Call-center follow-up,Medium,3613
BRW-00781,0.6127,Medium Risk,0.3873,Call-center follow-up,Medium,3614
BRW-01628,0.6127,Medium Risk,0.3873,Call-center follow-up,Medium,3615
BRW-04526,0.6128,Medium Risk,0.3872,Call-center follow-up,Medium,3616
BRW-00334,0.6128,Medium Risk,0.3872,Call-center follow-up,Medium,3617
BRW-02225,0.6129,Medium Risk,0.3871,Call-center follow-up,Medium,3618
BRW-03217,0.613,Medium Risk,0.387,Call-center follow-up,Medium,3619
BRW-04012,0.6131,Medium Risk,0.3869,Call-center follow-up,Medium,3620
BRW-04517,0.6131,Medium Risk,0.3869,Call-center follow-up,Medium,3621
BRW-04217,0.6132,Medium Risk,0.3868,Call-center follow-up,Medium,3622
BRW-02242,0.6133,Medium Risk,0.3867,Call-center follow-up,Medium,3623
BRW-00338,0.6133,Medium Risk,0.3867,Call-center follow-up,Medium,3624
BRW-01799,0.6136,Medium Risk,0.3864,Call-center follow-up,Medium,3625
BRW-02516,0.6136,Medium Risk,0.3864,Call-center follow-up,Medium,3626
BRW-04870,0.6136,Medium Risk,0.3864,Call-center follow-up,Medium,3627
BRW-04746,0.6137,Medium Risk,0.3863,Call-center follow-up,Medium,3628
BRW-00879,0.6138,Medium Risk,0.3862,Call-center follow-up,Medium,3629
BRW-00752,0.6141,Medium Risk,0.3859,Call-center follow-up,Medium,3630
BRW-00146,0.6142,Medium Risk,0.3858,Call-center follow-up,Medium,3631
BRW-01378,0.6143,Medium Risk,0.3857,Call-center follow-up,Medium,3632
BRW-00030,0.6144,Medium Risk,0.3856,Call-center follow-up,Medium,3633
BRW-00190,0.6145,Medium Risk,0.3855,Call-center follow-up,Medium,3634
BRW-01603,0.6146,Medium Risk,0.3854,Call-center follow-up,Medium,3635
BRW-03898,0.6147,Medium Risk,0.3853,Call-center follow-up,Medium,3636
BRW-02778,0.6147,Medium Risk,0.3853,Call-center follow-up,Medium,3637
BRW-04388,0.6148,Medium Risk,0.3852,Call-center follow-up,Medium,3638
BRW-01904,0.6149,Medium Risk,0.3851,Call-center follow-up,Medium,3639
BRW-03690,0.615,Medium Risk,0.385,Call-center follow-up,Medium,3640
BRW-01502,0.6152,Medium Risk,0.3848,Call-center follow-up,Medium,3641
BRW-01310,0.6153,Medium Risk,0.3847,Call-center follow-up,Medium,3642
BRW-04476,0.6154,Medium Risk,0.3846,Call-center follow-up,Medium,3643
BRW-00978,0.6156,Medium Risk,0.3844,Call-center follow-up,Medium,3644
BRW-00415,0.6157,Medium Risk,0.3843,Call-center follow-up,Medium,3645
BRW-03849,0.6157,Medium Risk,0.3843,Call-center follow-up,Medium,3646
BRW-00238,0.6158,Medium Risk,0.3842,Call-center follow-up,Medium,3647
BRW-04157,0.6158,Medium Risk,0.3842,Call-center follow-up,Medium,3648
BRW-01153,0.6158,Medium Risk,0.3842,Call-center follow-up,Medium,3649
BRW-03035,0.6159,Medium Risk,0.3841,Call-center follow-up,Medium,3650
BRW-00495,0.6159,Medium Risk,0.3841,Call-center follow-up,Medium,3651
BRW-03638,0.616,Medium Risk,0.384,Call-center follow-up,Medium,3652
BRW-01415,0.616,Medium Risk,0.384,Call-center follow-up,Medium,3653
BRW-01652,0.6161,Medium Risk,0.3839,Call-center follow-up,Medium,3654
BRW-01198,0.6161,Medium Risk,0.3839,Call-center follow-up,Medium,3655
BRW-04415,0.6164,Medium Risk,0.3836,Call-center follow-up,Medium,3656
BRW-02187,0.6165,Medium Risk,0.3835,Call-center follow-up,Medium,3657
BRW-01826,0.6166,Medium Risk,0.3834,Call-center follow-up,Medium,3658
BRW-00208,0.6167,Medium Risk,0.3833,Call-center follow-up,Medium,3659
BRW-03058,0.6168,Medium Risk,0.3832,Call-center follow-up,Medium,3660
BRW-02390,0.6168,Medium Risk,0.3832,Call-center follow-up,Medium,3661
BRW-04379,0.6169,Medium Risk,0.3831,Call-center follow-up,Medium,3662
BRW-01326,0.6172,Medium Risk,0.3828,Call-center follow-up,Medium,3663
BRW-02095,0.6172,Medium Risk,0.3828,Call-center follow-up,Medium,3664
BRW-02433,0.6173,Medium Risk,0.3827,Call-center follow-up,Medium,3665
BRW-00379,0.6173,Medium Risk,0.3827,Call-center follow-up,Medium,3666
BRW-00882,0.6174,Medium Risk,0.3826,Call-center follow-up,Medium,3667
BRW-02871,0.6174,Medium Risk,0.3826,Call-center follow-up,Medium,3668
BRW-01841,0.6176,Medium Risk,0.3824,Call-center follow-up,Medium,3669
BRW-02736,0.6176,Medium Risk,0.3824,Call-center follow-up,Medium,3670
BRW-03916,0.6179,Medium Risk,0.3821,Call-center follow-up,Medium,3671
BRW-01775,0.6179,Medium Risk,0.3821,Call-center follow-up,Medium,3672
BRW-01996,0.6179,Medium Risk,0.3821,Call-center follow-up,Medium,3673
BRW-02227,0.6182,Medium Risk,0.3818,Call-center follow-up,Medium,3674
BRW-01013,0.6183,Medium Risk,0.3817,Call-center follow-up,Medium,3675
BRW-02406,0.6183,Medium Risk,0.3817,Call-center follow-up,Medium,3676
BRW-00310,0.6183,Medium Risk,0.3817,Call-center follow-up,Medium,3677
BRW-04645,0.6183,Medium Risk,0.3817,Call-center follow-up,Medium,3678
BRW-04515,0.6184,Medium Risk,0.3816,Call-center follow-up,Medium,3679
BRW-01536,0.6184,Medium Risk,0.3816,Call-center follow-up,Medium,3680
BRW-00703,0.6187,Medium Risk,0.3813,Call-center follow-up,Medium,3681
BRW-02011,0.6187,Medium Risk,0.3813,Call-center follow-up,Medium,3682
BRW-03728,0.6187,Medium Risk,0.3813,Call-center follow-up,Medium,3683
BRW-00760,0.6189,Medium Risk,0.3811,Call-center follow-up,Medium,3684
BRW-01707,0.619,Medium Risk,0.381,Call-center follow-up,Medium,3685
BRW-00019,0.6191,Medium Risk,0.3809,Call-center follow-up,Medium,3686
BRW-02846,0.6191,Medium Risk,0.3809,Call-center follow-up,Medium,3687
BRW-03956,0.6192,Medium Risk,0.3808,Call-center follow-up,Medium,3688
BRW-03276,0.6193,Medium Risk,0.3807,Call-center follow-up,Medium,3689
BRW-00700,0.6193,Medium Risk,0.3807,Call-center follow-up,Medium,3690
BRW-02393,0.6193,Medium Risk,0.3807,Call-center follow-up,Medium,3691
BRW-00857,0.6194,Medium Risk,0.3806,Call-center follow-up,Medium,3692
BRW-02123,0.6195,Medium Risk,0.3805,Call-center follow-up,Medium,3693
BRW-00214,0.6196,Medium Risk,0.3804,Call-center follow-up,Medium,3694
BRW-00416,0.6196,Medium Risk,0.3804,Call-center follow-up,Medium,3695
BRW-03631,0.6198,Medium Risk,0.3802,Call-center follow-up,Medium,3696
BRW-04185,0.6198,Medium Risk,0.3802,Call-center follow-up,Medium,3697
BRW-04574,0.62,Medium Risk,0.38,Call-center follow-up,Medium,3698
BRW-00294,0.62,Medium Risk,0.38,Call-center follow-up,Medium,3699
BRW-04274,0.6201,Medium Risk,0.3799,Call-center follow-up,Medium,3700
BRW-03180,0.6201,Medium Risk,0.3799,Call-center follow-up,Medium,3701
BRW-02265,0.6203,Medium Risk,0.3797,Call-center follow-up,Medium,3702
BRW-04906,0.6203,Medium Risk,0.3797,Call-center follow-up,Medium,3703
BRW-03756,0.6203,Medium Risk,0.3797,Call-center follow-up,Medium,3704
BRW-01038,0.6203,Medium Risk,0.3797,Call-center follow-up,Medium,3705
BRW-00862,0.6203,Medium Risk,0.3797,Call-center follow-up,Medium,3706
BRW-02398,0.6204,Medium Risk,0.3796,Call-center follow-up,Medium,3707
BRW-00255,0.6204,Medium Risk,0.3796,Call-center follow-up,Medium,3708
BRW-02873,0.6205,Medium Risk,0.3795,Call-center follow-up,Medium,3709
BRW-02205,0.6205,Medium Risk,0.3795,Call-center follow-up,Medium,3710
BRW-01249,0.6206,Medium Risk,0.3794,Call-center follow-up,Medium,3711
BRW-03224,0.6207,Medium Risk,0.3793,Call-center follow-up,Medium,3712
BRW-03842,0.6208,Medium Risk,0.3792,Call-center follow-up,Medium,3713
BRW-02831,0.6208,Medium Risk,0.3792,Call-center follow-up,Medium,3714
BRW-01079,0.6208,Medium Risk,0.3792,Call-center follow-up,Medium,3715
BRW-02519,0.6211,Medium Risk,0.3789,Call-center follow-up,Medium,3716
BRW-04118,0.6211,Medium Risk,0.3789,Call-center follow-up,Medium,3717
BRW-04857,0.6211,Medium Risk,0.3789,Call-center follow-up,Medium,3718
BRW-03107,0.6213,Medium Risk,0.3787,Call-center follow-up,Medium,3719
BRW-04933,0.6213,Medium Risk,0.3787,Call-center follow-up,Medium,3720
BRW-00605,0.6213,Medium Risk,0.3787,Call-center follow-up,Medium,3721
BRW-03066,0.6214,Medium Risk,0.3786,Call-center follow-up,Medium,3722
BRW-00091,0.6214,Medium Risk,0.3786,Call-center follow-up,Medium,3723
BRW-01897,0.6214,Medium Risk,0.3786,Call-center follow-up,Medium,3724
BRW-00471,0.6215,Medium Risk,0.3785,Call-center follow-up,Medium,3725
BRW-02789,0.6215,Medium Risk,0.3785,Call-center follow-up,Medium,3726
BRW-03983,0.6217,Medium Risk,0.3783,Call-center follow-up,Medium,3727
BRW-01390,0.6218,Medium Risk,0.3782,Call-center follow-up,Medium,3728
BRW-02834,0.6219,Medium Risk,0.3781,Call-center follow-up,Medium,3729
BRW-01692,0.6219,Medium Risk,0.3781,Call-center follow-up,Medium,3730
BRW-00298,0.622,Medium Risk,0.378,Call-center follow-up,Medium,3731
BRW-04201,0.622,Medium Risk,0.378,Call-center follow-up,Medium,3732
BRW-01544,0.622,Medium Risk,0.378,Call-center follow-up,Medium,3733
BRW-04255,0.622,Medium Risk,0.378,Call-center follow-up,Medium,3734
BRW-00044,0.622,Medium Risk,0.378,Call-center follow-up,Medium,3735
BRW-00797,0.6221,Medium Risk,0.3779,Call-center follow-up,Medium,3736
BRW-00736,0.6221,Medium Risk,0.3779,Call-center follow-up,Medium,3737
BRW-01209,0.6221,Medium Risk,0.3779,Call-center follow-up,Medium,3738
BRW-01057,0.6224,Medium Risk,0.3776,Call-center follow-up,Medium,3739
BRW-03574,0.6224,Medium Risk,0.3776,Call-center follow-up,Medium,3740
BRW-01759,0.6227,Medium Risk,0.3773,Call-center follow-up,Medium,3741
BRW-03116,0.6229,Medium Risk,0.3771,Call-center follow-up,Medium,3742
BRW-00264,0.6231,Medium Risk,0.3769,Call-center follow-up,Medium,3743
BRW-01878,0.6232,Medium Risk,0.3768,Call-center follow-up,Medium,3744
BRW-03156,0.6232,Medium Risk,0.3768,Call-center follow-up,Medium,3745
BRW-01968,0.6232,Medium Risk,0.3768,Call-center follow-up,Medium,3746
BRW-01210,0.6233,Medium Risk,0.3767,Call-center follow-up,Medium,3747
BRW-02088,0.6236,Medium Risk,0.3764,Call-center follow-up,Medium,3748
BRW-02853,0.6236,Medium Risk,0.3764,Call-center follow-up,Medium,3749
BRW-02841,0.6238,Medium Risk,0.3762,Call-center follow-up,Medium,3750
BRW-03635,0.6239,Medium Risk,0.3761,Call-center follow-up,Medium,3751
BRW-00789,0.624,Medium Risk,0.376,Call-center follow-up,Medium,3752
BRW-02600,0.6241,Medium Risk,0.3759,Call-center follow-up,Medium,3753
BRW-00011,0.6242,Medium Risk,0.3758,Call-center follow-up,Medium,3754
BRW-00864,0.6244,Medium Risk,0.3756,Call-center follow-up,Medium,3755
BRW-03807,0.6244,Medium Risk,0.3756,Call-center follow-up,Medium,3756
BRW-03372,0.6245,Medium Risk,0.3755,Call-center follow-up,Medium,3757
BRW-00865,0.6248,Medium Risk,0.3752,Call-center follow-up,Medium,3758
BRW-03704,0.6248,Medium Risk,0.3752,Call-center follow-up,Medium,3759
BRW-03470,0.6248,Medium Risk,0.3752,Call-center follow-up,Medium,3760
BRW-02032,0.6248,Medium Risk,0.3752,Call-center follow-up,Medium,3761
BRW-01436,0.6249,Medium Risk,0.3751,Call-center follow-up,Medium,3762
BRW-01277,0.6249,Medium Risk,0.3751,Call-center follow-up,Medium,3763
BRW-04167,0.625,Medium Risk,0.375,Call-center follow-up,Medium,3764
BRW-02576,0.6253,Medium Risk,0.3747,Call-center follow-up,Medium,3765
BRW-04162,0.6253,Medium Risk,0.3747,Call-center follow-up,Medium,3766
BRW-03955,0.6254,Medium Risk,0.3746,Call-center follow-up,Medium,3767
BRW-04634,0.6258,Medium Risk,0.3742,Call-center follow-up,Medium,3768
BRW-02686,0.626,Medium Risk,0.374,Call-center follow-up,Medium,3769
BRW-00837,0.6261,Medium Risk,0.3739,Call-center follow-up,Medium,3770
BRW-00078,0.6261,Medium Risk,0.3739,Call-center follow-up,Medium,3771
BRW-03668,0.6261,Medium Risk,0.3739,Call-center follow-up,Medium,3772
BRW-04352,0.6262,Medium Risk,0.3738,Call-center follow-up,Medium,3773
BRW-01888,0.6263,Medium Risk,0.3737,Call-center follow-up,Medium,3774
BRW-02040,0.6264,Medium Risk,0.3736,Call-center follow-up,Medium,3775
BRW-03738,0.6264,Medium Risk,0.3736,Call-center follow-up,Medium,3776
BRW-02483,0.6265,Medium Risk,0.3735,Call-center follow-up,Medium,3777
BRW-04662,0.6266,Medium Risk,0.3734,Call-center follow-up,Medium,3778
BRW-02861,0.6266,Medium Risk,0.3734,Call-center follow-up,Medium,3779
BRW-02382,0.6266,Medium Risk,0.3734,Call-center follow-up,Medium,3780
BRW-02443,0.6267,Medium Risk,0.3733,Call-center follow-up,Medium,3781
BRW-04989,0.6268,Medium Risk,0.3732,Call-center follow-up,Medium,3782
BRW-02178,0.6268,Medium Risk,0.3732,Call-center follow-up,Medium,3783
BRW-03203,0.6269,Medium Risk,0.3731,Call-center follow-up,Medium,3784
BRW-03274,0.6269,Medium Risk,0.3731,Call-center follow-up,Medium,3785
BRW-00674,0.6269,Medium Risk,0.3731,Call-center follow-up,Medium,3786
BRW-02127,0.6269,Medium Risk,0.3731,Call-center follow-up,Medium,3787
BRW-01668,0.627,Medium Risk,0.373,Call-center follow-up,Medium,3788
BRW-00787,0.627,Medium Risk,0.373,Call-center follow-up,Medium,3789
BRW-00188,0.6271,Medium Risk,0.3729,Call-center follow-up,Medium,3790
BRW-03265,0.6272,Medium Risk,0.3728,Call-center follow-up,Medium,3791
BRW-01469,0.6272,Medium Risk,0.3728,Call-center follow-up,Medium,3792
BRW-00404,0.6274,Medium Risk,0.3726,Call-center follow-up,Medium,3793
BRW-02107,0.6275,Medium Risk,0.3725,Call-center follow-up,Medium,3794
BRW-00062,0.6275,Medium Risk,0.3725,Call-center follow-up,Medium,3795
BRW-04150,0.6275,Medium Risk,0.3725,Call-center follow-up,Medium,3796
BRW-03039,0.6276,Medium Risk,0.3724,Call-center follow-up,Medium,3797
BRW-04896,0.6278,Medium Risk,0.3722,Call-center follow-up,Medium,3798
BRW-01785,0.6278,Medium Risk,0.3722,Call-center follow-up,Medium,3799
BRW-02226,0.628,Medium Risk,0.372,Call-center follow-up,Medium,3800
BRW-03312,0.6281,Medium Risk,0.3719,Call-center follow-up,Medium,3801
BRW-00070,0.6282,Medium Risk,0.3718,Call-center follow-up,Medium,3802
BRW-04290,0.6282,Medium Risk,0.3718,Call-center follow-up,Medium,3803
BRW-04249,0.6282,Medium Risk,0.3718,Call-center follow-up,Medium,3804
BRW-03760,0.6283,Medium Risk,0.3717,Call-center follow-up,Medium,3805
BRW-00211,0.6284,Medium Risk,0.3716,Call-center follow-up,Medium,3806
BRW-03033,0.6285,Medium Risk,0.3715,Call-center follow-up,Medium,3807
BRW-03391,0.6285,Medium Risk,0.3715,Call-center follow-up,Medium,3808
BRW-02141,0.6286,Medium Risk,0.3714,Call-center follow-up,Medium,3809
BRW-03799,0.6286,Medium Risk,0.3714,Call-center follow-up,Medium,3810
BRW-03630,0.6286,Medium Risk,0.3714,Call-center follow-up,Medium,3811
BRW-00911,0.6286,Medium Risk,0.3714,Call-center follow-up,Medium,3812
BRW-02001,0.6286,Medium Risk,0.3714,Call-center follow-up,Medium,3813
BRW-02651,0.6287,Medium Risk,0.3713,Call-center follow-up,Medium,3814
BRW-03977,0.6287,Medium Risk,0.3713,Call-center follow-up,Medium,3815
BRW-00527,0.6287,Medium Risk,0.3713,Call-center follow-up,Medium,3816
BRW-00508,0.6288,Medium Risk,0.3712,Call-center follow-up,Medium,3817
BRW-03296,0.6289,Medium Risk,0.3711,Call-center follow-up,Medium,3818
BRW-02931,0.6289,Medium Risk,0.3711,Call-center follow-up,Medium,3819
BRW-03289,0.6289,Medium Risk,0.3711,Call-center follow-up,Medium,3820
BRW-02889,0.6291,Medium Risk,0.3709,Call-center follow-up,Medium,3821
BRW-02930,0.6291,Medium Risk,0.3709,Call-center follow-up,Medium,3822
BRW-01316,0.6293,Medium Risk,0.3707,Call-center follow-up,Medium,3823
BRW-04342,0.6293,Medium Risk,0.3707,Call-center follow-up,Medium,3824
BRW-02545,0.6294,Medium Risk,0.3706,Call-center follow-up,Medium,3825
BRW-04357,0.6294,Medium Risk,0.3706,Call-center follow-up,Medium,3826
BRW-02383,0.6295,Medium Risk,0.3705,Call-center follow-up,Medium,3827
BRW-00502,0.6295,Medium Risk,0.3705,Call-center follow-up,Medium,3828
BRW-03280,0.6296,Medium Risk,0.3704,Call-center follow-up,Medium,3829
BRW-01837,0.6297,Medium Risk,0.3703,Call-center follow-up,Medium,3830
BRW-02936,0.6298,Medium Risk,0.3702,Call-center follow-up,Medium,3831
BRW-04540,0.6299,Medium Risk,0.3701,Call-center follow-up,Medium,3832
BRW-02159,0.6299,Medium Risk,0.3701,Call-center follow-up,Medium,3833
BRW-00717,0.63,Medium Risk,0.37,Call-center follow-up,Medium,3834
BRW-02373,0.6301,Medium Risk,0.3699,Call-center follow-up,Medium,3835
BRW-02474,0.6303,Medium Risk,0.3697,Call-center follow-up,Medium,3836
BRW-00222,0.6304,Medium Risk,0.3696,Call-center follow-up,Medium,3837
BRW-04897,0.6304,Medium Risk,0.3696,Call-center follow-up,Medium,3838
BRW-02104,0.6306,Medium Risk,0.3694,Call-center follow-up,Medium,3839
BRW-01163,0.6306,Medium Risk,0.3694,Call-center follow-up,Medium,3840
BRW-04467,0.6307,Medium Risk,0.3693,Call-center follow-up,Medium,3841
BRW-03650,0.6307,Medium Risk,0.3693,Call-center follow-up,Medium,3842
BRW-04698,0.6308,Medium Risk,0.3692,Call-center follow-up,Medium,3843
BRW-04426,0.6309,Medium Risk,0.3691,Call-center follow-up,Medium,3844
BRW-03774,0.6309,Medium Risk,0.3691,Call-center follow-up,Medium,3845
BRW-04618,0.6309,Medium Risk,0.3691,Call-center follow-up,Medium,3846
BRW-00932,0.6309,Medium Risk,0.3691,Call-center follow-up,Medium,3847
BRW-03675,0.6309,Medium Risk,0.3691,Call-center follow-up,Medium,3848
BRW-04796,0.6311,Medium Risk,0.3689,Call-center follow-up,Medium,3849
BRW-01571,0.6312,Medium Risk,0.3688,Call-center follow-up,Medium,3850
BRW-00867,0.6312,Medium Risk,0.3688,Call-center follow-up,Medium,3851
BRW-02091,0.6313,Medium Risk,0.3687,Call-center follow-up,Medium,3852
BRW-01553,0.6314,Medium Risk,0.3686,Call-center follow-up,Medium,3853
BRW-02171,0.6318,Medium Risk,0.3682,Call-center follow-up,Medium,3854
BRW-03627,0.6319,Medium Risk,0.3681,Call-center follow-up,Medium,3855
BRW-00160,0.6319,Medium Risk,0.3681,Call-center follow-up,Medium,3856
BRW-04169,0.632,Medium Risk,0.368,Call-center follow-up,Medium,3857
BRW-02705,0.6321,Medium Risk,0.3679,Call-center follow-up,Medium,3858
BRW-01766,0.6321,Medium Risk,0.3679,Call-center follow-up,Medium,3859
BRW-02240,0.6322,Medium Risk,0.3678,Call-center follow-up,Medium,3860
BRW-03126,0.6323,Medium Risk,0.3677,Call-center follow-up,Medium,3861
BRW-04268,0.6324,Medium Risk,0.3676,Call-center follow-up,Medium,3862
BRW-01332,0.6324,Medium Risk,0.3676,Call-center follow-up,Medium,3863
BRW-02652,0.6324,Medium Risk,0.3676,Call-center follow-up,Medium,3864
BRW-01467,0.6324,Medium Risk,0.3676,Call-center follow-up,Medium,3865
BRW-01484,0.6325,Medium Risk,0.3675,Call-center follow-up,Medium,3866
BRW-03520,0.6325,Medium Risk,0.3675,Call-center follow-up,Medium,3867
BRW-01568,0.6326,Medium Risk,0.3674,Call-center follow-up,Medium,3868
BRW-00089,0.6327,Medium Risk,0.3673,Call-center follow-up,Medium,3869
BRW-00330,0.6327,Medium Risk,0.3673,Call-center follow-up,Medium,3870
BRW-01159,0.6328,Medium Risk,0.3672,Call-center follow-up,Medium,3871
BRW-01824,0.6328,Medium Risk,0.3672,Call-center follow-up,Medium,3872
BRW-04726,0.6329,Medium Risk,0.3671,Call-center follow-up,Medium,3873
BRW-02388,0.6332,Medium Risk,0.3668,Call-center follow-up,Medium,3874
BRW-04807,0.6336,Medium Risk,0.3664,Call-center follow-up,Medium,3875
BRW-03991,0.6337,Medium Risk,0.3663,Call-center follow-up,Medium,3876
BRW-00998,0.6338,Medium Risk,0.3662,Call-center follow-up,Medium,3877
BRW-00435,0.634,Medium Risk,0.366,Call-center follow-up,Medium,3878
BRW-03450,0.6341,Medium Risk,0.3659,Call-center follow-up,Medium,3879
BRW-02364,0.6344,Medium Risk,0.3656,Call-center follow-up,Medium,3880
BRW-04366,0.6344,Medium Risk,0.3656,Call-center follow-up,Medium,3881
BRW-02852,0.6344,Medium Risk,0.3656,Call-center follow-up,Medium,3882
BRW-02278,0.6345,Medium Risk,0.3655,Call-center follow-up,Medium,3883
BRW-02004,0.6345,Medium Risk,0.3655,Call-center follow-up,Medium,3884
BRW-00912,0.6346,Medium Risk,0.3654,Call-center follow-up,Medium,3885
BRW-01913,0.6346,Medium Risk,0.3654,Call-center follow-up,Medium,3886
BRW-03711,0.6348,Medium Risk,0.3652,Call-center follow-up,Medium,3887
BRW-04471,0.6348,Medium Risk,0.3652,Call-center follow-up,Medium,3888
BRW-04600,0.6349,Medium Risk,0.3651,Call-center follow-up,Medium,3889
BRW-03146,0.6349,Medium Risk,0.3651,Call-center follow-up,Medium,3890
BRW-00337,0.6349,Medium Risk,0.3651,Call-center follow-up,Medium,3891
BRW-00433,0.6351,Medium Risk,0.3649,Call-center follow-up,Medium,3892
BRW-02832,0.6353,Medium Risk,0.3647,Call-center follow-up,Medium,3893
BRW-00762,0.6353,Medium Risk,0.3647,Call-center follow-up,Medium,3894
BRW-03850,0.6354,Medium Risk,0.3646,Call-center follow-up,Medium,3895
BRW-00716,0.6355,Medium Risk,0.3645,Call-center follow-up,Medium,3896
BRW-03516,0.6355,Medium Risk,0.3645,Call-center follow-up,Medium,3897
BRW-02744,0.6356,Medium Risk,0.3644,Call-center follow-up,Medium,3898
BRW-00591,0.6357,Medium Risk,0.3643,Call-center follow-up,Medium,3899
BRW-03050,0.6357,Medium Risk,0.3643,Call-center follow-up,Medium,3900
BRW-01140,0.6357,Medium Risk,0.3643,Call-center follow-up,Medium,3901
BRW-04569,0.6358,Medium Risk,0.3642,Call-center follow-up,Medium,3902
BRW-03583,0.6358,Medium Risk,0.3642,Call-center follow-up,Medium,3903
BRW-01794,0.6359,Medium Risk,0.3641,Call-center follow-up,Medium,3904
BRW-04570,0.636,Medium Risk,0.364,Call-center follow-up,Medium,3905
BRW-03324,0.6361,Medium Risk,0.3639,Call-center follow-up,Medium,3906
BRW-04230,0.6361,Medium Risk,0.3639,Call-center follow-up,Medium,3907
BRW-02402,0.6362,Medium Risk,0.3638,Call-center follow-up,Medium,3908
BRW-03003,0.6362,Medium Risk,0.3638,Call-center follow-up,Medium,3909
BRW-00380,0.6363,Medium Risk,0.3637,Call-center follow-up,Medium,3910
BRW-04980,0.6364,Medium Risk,0.3636,Call-center follow-up,Medium,3911
BRW-04589,0.6365,Medium Risk,0.3635,Call-center follow-up,Medium,3912
BRW-04725,0.6366,Medium Risk,0.3634,Call-center follow-up,Medium,3913
BRW-02621,0.6366,Medium Risk,0.3634,Call-center follow-up,Medium,3914
BRW-03299,0.6366,Medium Risk,0.3634,Call-center follow-up,Medium,3915
BRW-00755,0.6368,Medium Risk,0.3632,Call-center follow-up,Medium,3916
BRW-04940,0.6368,Medium Risk,0.3632,Call-center follow-up,Medium,3917
BRW-01625,0.6369,Medium Risk,0.3631,Call-center follow-up,Medium,3918
BRW-00130,0.637,Medium Risk,0.363,Call-center follow-up,Medium,3919
BRW-04963,0.637,Medium Risk,0.363,Call-center follow-up,Medium,3920
BRW-04481,0.637,Medium Risk,0.363,Call-center follow-up,Medium,3921
BRW-00204,0.637,Medium Risk,0.363,Call-center follow-up,Medium,3922
BRW-02626,0.6372,Medium Risk,0.3628,Call-center follow-up,Medium,3923
BRW-01795,0.6373,Medium Risk,0.3627,Call-center follow-up,Medium,3924
BRW-01947,0.6373,Medium Risk,0.3627,Call-center follow-up,Medium,3925
BRW-00514,0.6374,Medium Risk,0.3626,Call-center follow-up,Medium,3926
BRW-02162,0.6374,Medium Risk,0.3626,Call-center follow-up,Medium,3927
BRW-04070,0.6374,Medium Risk,0.3626,Call-center follow-up,Medium,3928
BRW-02510,0.6375,Medium Risk,0.3625,Call-center follow-up,Medium,3929
BRW-04059,0.6375,Medium Risk,0.3625,Call-center follow-up,Medium,3930
BRW-02042,0.6376,Medium Risk,0.3624,Call-center follow-up,Medium,3931
BRW-04664,0.6376,Medium Risk,0.3624,Call-center follow-up,Medium,3932
BRW-00964,0.6377,Medium Risk,0.3623,Call-center follow-up,Medium,3933
BRW-00631,0.6377,Medium Risk,0.3623,Call-center follow-up,Medium,3934
BRW-00710,0.6379,Medium Risk,0.3621,Call-center follow-up,Medium,3935
BRW-00491,0.638,Medium Risk,0.362,Call-center follow-up,Medium,3936
BRW-02431,0.638,Medium Risk,0.362,Call-center follow-up,Medium,3937
BRW-01234,0.6381,Medium Risk,0.3619,Call-center follow-up,Medium,3938
BRW-02993,0.6381,Medium Risk,0.3619,Call-center follow-up,Medium,3939
BRW-04319,0.6381,Medium Risk,0.3619,Call-center follow-up,Medium,3940
BRW-02594,0.6382,Medium Risk,0.3618,Call-center follow-up,Medium,3941
BRW-00399,0.6382,Medium Risk,0.3618,Call-center follow-up,Medium,3942
BRW-04715,0.6382,Medium Risk,0.3618,Call-center follow-up,Medium,3943
BRW-04232,0.6382,Medium Risk,0.3618,Call-center follow-up,Medium,3944
BRW-04750,0.6383,Medium Risk,0.3617,Call-center follow-up,Medium,3945
BRW-03385,0.6383,Medium Risk,0.3617,Call-center follow-up,Medium,3946
BRW-00548,0.6383,Medium Risk,0.3617,Call-center follow-up,Medium,3947
BRW-03712,0.6384,Medium Risk,0.3616,Call-center follow-up,Medium,3948
BRW-00199,0.6384,Medium Risk,0.3616,Call-center follow-up,Medium,3949
BRW-00098,0.6385,Medium Risk,0.3615,Call-center follow-up,Medium,3950
BRW-02012,0.6385,Medium Risk,0.3615,Call-center follow-up,Medium,3951
BRW-01048,0.6385,Medium Risk,0.3615,Call-center follow-up,Medium,3952
BRW-04529,0.6386,Medium Risk,0.3614,Call-center follow-up,Medium,3953
BRW-01463,0.6386,Medium Risk,0.3614,Call-center follow-up,Medium,3954
BRW-00277,0.6387,Medium Risk,0.3613,Call-center follow-up,Medium,3955
BRW-03934,0.6387,Medium Risk,0.3613,Call-center follow-up,Medium,3956
BRW-01466,0.6387,Medium Risk,0.3613,Call-center follow-up,Medium,3957
BRW-01240,0.6387,Medium Risk,0.3613,Call-center follow-up,Medium,3958
BRW-01429,0.6388,Medium Risk,0.3612,Call-center follow-up,Medium,3959
BRW-02209,0.6388,Medium Risk,0.3612,Call-center follow-up,Medium,3960
